[JOINT_STATE step=0] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.09246624261140823, -0.042534422129392624, -0.26438459753990173, 0.01451838668435812, -0.012086640112102032, -0.05797257646918297, 0.43771490454673767, 0.46716129779815674, 0.39254581928253174, 0.4636856019496918, 0.3328949511051178, 0.7265504598617554, 0.5311684608459473, 0.48158109188079834, 0.6286642551422119, 0.6181952953338623, 0.48729407787323, 0.6216890811920166] lin_vel_b=[0.0, 0.0, 0.0] ang_vel_b=[0.0, 0.0, 0.0] mean_base_height=0.2802
[JOINT_STATE step=50000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7504276633262634, -0.727406919002533, -0.7177076935768127, 0.00669842679053545, 0.4649002254009247, -0.09522340446710587, 0.6768237352371216, 0.9670864939689636, 1.2678532600402832, 0.6662426590919495, 0.4717000126838684, 1.1143654584884644, 1.1616255044937134, 0.6378057599067688, 1.1327691078186035, 0.8303593993186951, 0.41360804438591003, 0.9430853724479675] lin_vel_b=[0.06632466614246368, 0.038807064294815063, 0.013189665973186493] ang_vel_b=[-0.00573375727981329, -0.09167968481779099, 0.11966714262962341] mean_base_height=0.2171
[JOINT_STATE step=100000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.5580201148986816, -0.7390868067741394, -0.7517291903495789, 0.34855958819389343, 0.7448257803916931, -0.1648315042257309, 0.46760544180870056, 0.7408601641654968, 1.2268222570419312, 0.5640221238136292, 0.5323933362960815, 1.0728299617767334, 0.6157987713813782, 0.5537860989570618, 0.9557492136955261, 0.7995604276657104, 0.3608688712120056, 0.8360500931739807] lin_vel_b=[0.045650664716959, 0.047208212316036224, -0.004273436032235622] ang_vel_b=[0.2644176781177521, 0.04191404581069946, -0.4139878749847412] mean_base_height=0.2169
[JOINT_STATE step=150000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7469713091850281, -0.7516605257987976, -0.6345053315162659, -0.03899260237812996, 0.7341991066932678, -0.7295459508895874, 0.16709186136722565, 0.7222433686256409, 1.2264125347137451, 0.3593352437019348, 0.27971208095550537, 1.1219524145126343, 0.3098447918891907, 0.6638030409812927, 1.0885483026504517, 0.6418362855911255, 0.22304053604602814, 0.7930764555931091] lin_vel_b=[0.08919624984264374, 0.005135357845574617, 0.052171606570482254] ang_vel_b=[0.045988019555807114, -0.18590359389781952, 0.12194084376096725] mean_base_height=0.2102
[JOINT_STATE step=200000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.6570526361465454, -0.743413507938385, -0.6298617124557495, -0.010926530696451664, 0.7239437699317932, -0.7226446866989136, -0.00824731308966875, 0.650698184967041, 1.2174789905548096, 0.030958671122789383, -0.0389462448656559, 0.8635766506195068, 0.10767748951911926, 0.5489131212234497, 1.1180047988891602, 0.2943560481071472, 0.08579296618700027, 0.6427605152130127] lin_vel_b=[0.08436333388090134, 0.025643961504101753, 0.04876651242375374] ang_vel_b=[0.04338714852929115, -0.178108349442482, 0.17176197469234467] mean_base_height=0.2026
[JOINT_STATE step=250000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7398343086242676, -0.7352963089942932, -0.5594164729118347, 0.06670615822076797, 0.7431819438934326, -0.7523950338363647, -0.0824877992272377, 0.7203382253646851, 1.236433744430542, -0.16455471515655518, -0.1947382539510727, 0.8524624705314636, -0.035141415894031525, 0.5492141246795654, 1.1247835159301758, 0.11920522898435593, -0.08218693733215332, 0.7421038746833801] lin_vel_b=[0.06665298342704773, 0.017304139211773872, 0.045811139047145844] ang_vel_b=[-0.044217921793460846, -0.12083325535058975, 0.021551145240664482] mean_base_height=0.1977
[JOINT_STATE step=300000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7450529336929321, -0.7312379479408264, -0.7116366028785706, -0.36624875664711, 0.741754949092865, -0.7384937405586243, -0.020359305664896965, 0.8415699005126953, 1.250232219696045, -0.12770746648311615, -0.16564981639385223, 0.9055821895599365, 0.44190117716789246, 0.7235552668571472, 1.1443595886230469, 0.0759291872382164, 0.05373174324631691, 0.8360267877578735] lin_vel_b=[0.06990104913711548, 0.023176252841949463, 0.02855435386300087] ang_vel_b=[-0.07737266272306442, -0.07439116388559341, 0.09969428926706314] mean_base_height=0.1983
[JOINT_STATE step=350000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7357068061828613, -0.7429777979850769, -0.5464011430740356, -0.09098738431930542, 0.7370135188102722, -0.7400614619255066, -0.16292208433151245, 0.6117770671844482, 1.239172339439392, -0.19744205474853516, -0.20575448870658875, 0.8294675946235657, 0.16600219905376434, 0.48794445395469666, 1.0852134227752686, 0.11200209707021713, 0.06191486120223999, 0.57490074634552] lin_vel_b=[0.0710420161485672, 0.012875303626060486, 0.04878397285938263] ang_vel_b=[0.08224079757928848, -0.07400332391262054, 0.1783599555492401] mean_base_height=0.1990
[JOINT_STATE step=400000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7423056960105896, -0.743149995803833, -0.6810793876647949, -0.12170896679162979, 0.7427564859390259, -0.7670813202857971, -0.23297668993473053, 0.7778046727180481, 1.2391332387924194, -0.21243223547935486, -0.21809090673923492, 0.8789234161376953, 0.46285200119018555, 0.7621720433235168, 1.2123459577560425, 0.025785177946090698, 0.3065289556980133, 0.779313862323761] lin_vel_b=[0.0913364365696907, 0.041602522134780884, 0.05274200811982155] ang_vel_b=[-0.031039685010910034, -0.16357660293579102, 0.18654610216617584] mean_base_height=0.1970
[JOINT_STATE step=450000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7389847636222839, -0.695080041885376, -0.4680832326412201, -0.016456712037324905, 0.739786684513092, -0.7499696612358093, -0.2046433389186859, 0.567608118057251, 1.2230299711227417, -0.23878833651542664, -0.18861790001392365, 0.905780553817749, -0.00884078536182642, 0.3594988286495209, 1.111951231956482, -0.01938040554523468, 0.22943130135536194, 0.5480267405509949] lin_vel_b=[0.07700134813785553, 0.0447116494178772, 0.07481707632541656] ang_vel_b=[0.015039868652820587, -0.03455939143896103, 0.26055341958999634] mean_base_height=0.1966
[JOINT_STATE step=500000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.749070942401886, -0.7352659702301025, -0.7037356495857239, -0.2803128659725189, 0.7450660467147827, -0.7657384276390076, -0.2415464073419571, 0.8902916312217712, 1.2623422145843506, -0.21834085881710052, -0.2344052791595459, 0.9286009669303894, 0.4093494415283203, 0.76997309923172, 1.2323487997055054, 0.017909439280629158, 0.052689265459775925, 0.8255265355110168] lin_vel_b=[0.09600469470024109, 0.05056523531675339, 0.024089418351650238] ang_vel_b=[-0.06335411965847015, -0.05158166587352753, 0.2892470061779022] mean_base_height=0.1961
