[JOINT_STATE step=0] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.01808258332312107, -0.05522627755999565, 0.09238133579492569, -0.07349704951047897, 0.13799946010112762, 0.08676306903362274, -1.1870344877243042, -1.2940640449523926, -1.1189091205596924, -1.1117949485778809, -1.301326036453247, -1.236336350440979, -0.9489919543266296, -0.9582145810127258, -1.0688769817352295, -1.0134663581848145, -1.031126856803894, -0.8208362460136414] lin_vel_b=[0.0, 0.0, 0.0] ang_vel_b=[0.0, 0.0, 0.0] mean_base_height=0.1705
[JOINT_STATE step=50000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.4786231219768524, 0.5077295303344727, 0.49345508217811584, -0.48231494426727295, -0.500705897808075, -0.06452938914299011, -1.024405598640442, -1.3859206438064575, -1.4413326978683472, -0.7953166961669922, -0.7198948264122009, -1.020147681236267, -0.8906882405281067, -1.381272792816162, -1.4946383237838745, -1.0612937211990356, -1.2772222757339478, -1.0077224969863892] lin_vel_b=[0.004189739935100079, -0.012144110165536404, 0.018357034772634506] ang_vel_b=[-0.05553176626563072, 0.0017565060406923294, -0.0014275687281042337] mean_base_height=0.1091
[JOINT_STATE step=100000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.06770214438438416, 0.22858403623104095, -0.03711020573973656, 0.21475449204444885, 0.1910167634487152, 0.13951878249645233, -1.1851354837417603, -1.0991482734680176, -1.2106319665908813, -1.079344630241394, -1.046773910522461, -1.024349331855774, -0.9209007024765015, -1.1571505069732666, -1.1685385704040527, -1.1118367910385132, -1.1455003023147583, -1.1724945306777954] lin_vel_b=[0.07110559195280075, -0.03914870694279671, 0.05346307158470154] ang_vel_b=[-0.09411843121051788, -0.021163959056138992, -0.24720019102096558] mean_base_height=0.1126
[JOINT_STATE step=150000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.26090869307518005, 0.27444955706596375, -0.19121019542217255, 0.4874040186405182, 0.48528024554252625, 0.04885251820087433, -0.9164708852767944, -1.2589102983474731, -1.4006155729293823, -0.7631540298461914, -0.8127549886703491, -1.1087546348571777, -1.1514180898666382, -1.411647081375122, -1.5174189805984497, -1.0959163904190063, -0.8547959327697754, -1.1316587924957275] lin_vel_b=[0.07525056600570679, 0.044526852667331696, -0.011312440037727356] ang_vel_b=[0.052062563598155975, -0.17215529084205627, -0.2328801304101944] mean_base_height=0.1106
[JOINT_STATE step=200000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.36471691727638245, -0.3172597587108612, -0.011836233548820019, 0.5013822913169861, 0.12111165374517441, 0.22757728397846222, -1.0895057916641235, -1.4463624954223633, -1.380275011062622, -1.243309736251831, -1.2844290733337402, -1.6419028043746948, -1.4040381908416748, -1.482855200767517, -1.4952621459960938, -1.3189622163772583, -1.3031309843063354, -1.4548784494400024] lin_vel_b=[0.08051028847694397, -0.003924928605556488, -0.04939921945333481] ang_vel_b=[0.04857392609119415, 0.27367550134658813, -0.033049363642930984] mean_base_height=0.1078
[JOINT_STATE step=250000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.20294953882694244, -0.31319525837898254, 0.02886042930185795, 0.4682944715023041, 0.07509362697601318, 0.38644111156463623, -1.011469841003418, -1.4610729217529297, -1.4497952461242676, -1.3086081743240356, -1.3392069339752197, -1.66672682762146, -1.3119630813598633, -1.4702959060668945, -1.4655715227127075, -1.334040641784668, -1.3515733480453491, -1.471718430519104] lin_vel_b=[0.09371127188205719, 0.004568442702293396, -0.06535246968269348] ang_vel_b=[0.14878368377685547, 0.03977072238922119, 0.09506077319383621] mean_base_height=0.1078
[JOINT_STATE step=300000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.46407076716423035, 0.0361485630273819, -0.4145909249782562, 0.4899140000343323, 0.44205087423324585, -0.42533448338508606, -1.0598039627075195, -0.9737014770507812, -1.272241234779358, -0.9722062349319458, -1.652925968170166, -1.0377216339111328, -0.9992878437042236, -1.1501555442810059, -1.4808924198150635, -1.3114604949951172, -1.3300049304962158, -0.9644064903259277] lin_vel_b=[0.07743235677480698, -0.012626752257347107, 0.01989985629916191] ang_vel_b=[0.02736176922917366, -0.003830656409263611, -0.0023132646456360817] mean_base_height=0.1070
[JOINT_STATE step=350000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.4355261027812958, -0.31502765417099, -0.04519524797797203, 0.4861212968826294, -0.18382368981838226, -0.44022515416145325, -0.9059419631958008, -1.441841959953308, -1.0819463729858398, -0.7259334921836853, -1.0541293621063232, -1.564402461051941, -1.0152900218963623, -1.102029800415039, -1.2100077867507935, -1.3132014274597168, -1.0785114765167236, -1.3537704944610596] lin_vel_b=[0.1146831139922142, -0.010061487555503845, 0.034233879297971725] ang_vel_b=[-0.0421089269220829, 0.07027396559715271, 0.17602354288101196] mean_base_height=0.1086
[JOINT_STATE step=400000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.2907494008541107, -0.15034353733062744, -0.16410595178604126, 0.49689337611198425, -0.28167080879211426, 0.18082758784294128, -1.181517481803894, -1.1139289140701294, -1.342423677444458, -1.0073416233062744, -1.4722837209701538, -1.227262258529663, -1.1347662210464478, -1.2634379863739014, -1.3565080165863037, -1.1884475946426392, -1.2715517282485962, -1.2382222414016724] lin_vel_b=[0.10820803046226501, -0.009970098733901978, 0.06262386590242386] ang_vel_b=[-0.0033361613750457764, 0.08247632533311844, -0.0799940824508667] mean_base_height=0.1081
[JOINT_STATE step=450000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.17553260922431946, -0.345608651638031, -0.008470335975289345, 0.49553191661834717, -0.20298261940479279, 0.11023011803627014, -0.9669545292854309, -1.5695698261260986, -1.3764357566833496, -1.1929798126220703, -1.072079062461853, -1.587228536605835, -1.1399402618408203, -1.326676845550537, -1.3771518468856812, -1.2789522409439087, -1.2290421724319458, -1.40567946434021] lin_vel_b=[0.1357755959033966, -0.0222446471452713, -0.005905524827539921] ang_vel_b=[-0.2111627161502838, -0.08250261098146439, -0.03765275329351425] mean_base_height=0.1067
[JOINT_STATE step=500000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.1665320247411728, -0.23620544373989105, -0.10754451900720596, 0.4910981357097626, -0.053484395146369934, -0.13404639065265656, -0.9150676727294922, -1.5321922302246094, -1.2346434593200684, -1.0342953205108643, -1.1624571084976196, -1.558960199356079, -1.0849072933197021, -1.3763749599456787, -1.2794288396835327, -1.2758020162582397, -1.2968415021896362, -1.3687750101089478] lin_vel_b=[0.1264844834804535, -0.003988094627857208, 0.00872834026813507] ang_vel_b=[0.04648403823375702, -0.03158365935087204, -0.087440125644207] mean_base_height=0.1076
