[JOINT_STATE step=0] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.09246624261140823, -0.042534422129392624, -0.26438459753990173, 0.01451838668435812, -0.012086640112102032, -0.05797257646918297, 0.43771490454673767, 0.46716129779815674, 0.39254581928253174, 0.4636856019496918, 0.3328949511051178, 0.7265504598617554, 0.5311684608459473, 0.48158109188079834, 0.6286642551422119, 0.6181952953338623, 0.48729407787323, 0.6216890811920166] lin_vel_b=[0.0, 0.0, 0.0] ang_vel_b=[0.0, 0.0, 0.0] mean_base_height=0.2802
[JOINT_STATE step=50000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.3113311231136322, 0.04263881593942642, -0.7486265897750854, 0.09616641700267792, -0.6721827387809753, -0.6513122320175171, 1.0621070861816406, 0.023506734520196915, 1.0141968727111816, 0.22956442832946777, 0.9044642448425293, -0.22666791081428528, 2.3813061714172363, 1.0289080142974854, 2.3333213329315186, 1.3520474433898926, 2.2451322078704834, 0.7113977670669556] lin_vel_b=[0.0032329238019883633, 0.0019731391221284866, -0.010022129863500595] ang_vel_b=[-0.001627061516046524, -0.032200396060943604, -0.08982888609170914] mean_base_height=0.1106
[JOINT_STATE step=100000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.41485831141471863, 0.7211792469024658, -0.7422404289245605, 0.731543779373169, -0.6862298250198364, 0.250008761882782, 1.098812222480774, -0.4120807349681854, 1.1013010740280151, 0.8188446760177612, 0.943992018699646, 0.07245288789272308, 2.4161274433135986, 0.38236838579177856, 2.4189677238464355, 2.1162607669830322, 2.2823071479797363, 1.140578269958496] lin_vel_b=[-0.0062034232541918755, 0.0071267178282141685, -0.012097222730517387] ang_vel_b=[0.0020463436376303434, -0.007699258625507355, -0.09584689885377884] mean_base_height=0.0807
[JOINT_STATE step=150000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.6830084919929504, -0.4059152603149414, -0.6913933157920837, -0.7517797350883484, -0.7301930785179138, 0.34205880761146545, 1.0510609149932861, 0.492543488740921, 1.0993800163269043, 0.2320180982351303, 0.9982380867004395, 0.9283329844474792, 2.373692750930786, 1.6846957206726074, 2.421295642852783, 1.3573511838912964, 2.3297128677368164, 2.245630979537964] lin_vel_b=[-0.004931145813316107, 0.005000211298465729, -0.009763294830918312] ang_vel_b=[0.026187339797616005, 0.01342182420194149, -0.021082192659378052] mean_base_height=0.0787
[JOINT_STATE step=200000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.7415117621421814, -0.2268931120634079, -0.6439236998558044, -0.7475212216377258, -0.7383424639701843, 0.12635934352874756, 1.0511012077331543, -0.04783289134502411, 1.1172415018081665, 0.4679952561855316, 1.0474907159805298, 0.8398186564445496, 2.376817464828491, 1.065068244934082, 2.4413115978240967, 1.670540452003479, 2.376513719558716, 2.129033327102661] lin_vel_b=[0.03373309597373009, 0.019270628690719604, -0.019237464293837547] ang_vel_b=[0.06619268655776978, 0.08005577325820923, -0.2788447439670563] mean_base_height=0.0793
[JOINT_STATE step=250000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.670683741569519, -0.613423764705658, -0.6681138873100281, -0.7536408305168152, -0.7379395961761475, 0.5577598810195923, 1.0702149868011475, -0.3044620752334595, 1.1174867153167725, 0.2792989909648895, 1.050451397895813, 0.992657482624054, 2.395491123199463, 0.5574144124984741, 2.4417715072631836, 1.4126324653625488, 2.380445718765259, 2.3132097721099854] lin_vel_b=[-0.006835686042904854, 0.0036146671045571566, -0.009501930326223373] ang_vel_b=[0.03224010020494461, 0.02111010253429413, -0.05037934333086014] mean_base_height=0.0787
[JOINT_STATE step=300000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.6735813617706299, 0.055752579122781754, -0.6543579697608948, -0.7516154050827026, -0.726832389831543, -0.10467702150344849, 1.0638405084609985, -0.31872671842575073, 1.0956141948699951, -0.003770925337448716, 1.0012283325195312, 0.3340699076652527, 2.386664390563965, 0.5290970206260681, 2.4179787635803223, 1.0221186876296997, 2.3335142135620117, 1.752363920211792] lin_vel_b=[-0.006621911656111479, 0.0020092902705073357, -0.011587188579142094] ang_vel_b=[0.020044246688485146, 0.01419372670352459, -0.014849087223410606] mean_base_height=0.0768
[JOINT_STATE step=350000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.653998076915741, -0.5397273898124695, -0.6721473336219788, -0.7509191632270813, -0.7416883111000061, 0.5308806300163269, 1.0562458038330078, 0.2842262387275696, 1.1358110904693604, 0.15824325382709503, 1.0368669033050537, 0.9710447788238525, 2.3804030418395996, 1.4050477743148804, 2.4584174156188965, 1.2492389678955078, 2.365949869155884, 2.2890026569366455] lin_vel_b=[-0.006735462695360184, 0.005615241825580597, -0.009204908274114132] ang_vel_b=[0.03378541022539139, 0.020296599715948105, 0.0007703882874920964] mean_base_height=0.0770
[JOINT_STATE step=400000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.707101583480835, 0.27530375123023987, -0.6578245162963867, -0.7479941248893738, -0.7040407061576843, -0.22150872647762299, 1.0641539096832275, -0.1761721521615982, 1.0919113159179688, -0.2706865668296814, 0.9985334277153015, 0.23471342027187347, 2.386726140975952, 0.7400581240653992, 2.414372444152832, 0.6314940452575684, 2.3311374187469482, 1.6673814058303833] lin_vel_b=[-0.0029179591219872236, 0.002851407742127776, -0.011130889877676964] ang_vel_b=[0.012538295239210129, 0.0005793492309749126, -0.029971832409501076] mean_base_height=0.0752
[JOINT_STATE step=450000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.6757525205612183, -0.04343084245920181, -0.6639867424964905, -0.7503432035446167, -0.6618747115135193, 0.1028490960597992, 1.0228828191757202, 0.7689920663833618, 1.0786418914794922, 0.6287588477134705, 0.9292235374450684, 0.7679967284202576, 2.341810703277588, 2.0332136154174805, 2.3967132568359375, 1.9031609296798706, 2.2638163566589355, 2.0624141693115234] lin_vel_b=[-0.006008294876664877, 0.0011183219030499458, -0.010634279809892178] ang_vel_b=[-0.004548629745841026, 0.00996876135468483, -0.07615351676940918] mean_base_height=0.0752
[JOINT_STATE step=500000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.711736798286438, 0.26818543672561646, -0.7021008729934692, -0.7495539784431458, -0.675061821937561, -0.3249858319759369, 1.0277705192565918, -0.1284906268119812, 1.0616058111190796, 0.3165144622325897, 0.9375090599060059, 0.37457630038261414, 2.347602128982544, 0.8097757697105408, 2.381314516067505, 1.4854516983032227, 2.271883487701416, 1.786694049835205] lin_vel_b=[-0.0013948651030659676, 0.004312623292207718, -0.009299329482018948] ang_vel_b=[-0.0028500701300799847, -0.009501245804131031, -0.015301506966352463] mean_base_height=0.0763
