[JOINT_STATE step=0] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.09246624261140823, -0.042534422129392624, -0.26438459753990173, 0.01451838668435812, -0.012086640112102032, -0.05797257646918297, 0.43771490454673767, 0.46716129779815674, 0.39254581928253174, 0.4636856019496918, 0.3328949511051178, 0.7265504598617554, 0.5311684608459473, 0.48158109188079834, 0.6286642551422119, 0.6181952953338623, 0.48729407787323, 0.6216890811920166] lin_vel_b=[0.0, 0.0, 0.0] ang_vel_b=[0.0, 0.0, 0.0] mean_base_height=0.2802
[JOINT_STATE step=50000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.7711367607116699, -0.3451930284500122, -0.09362728893756866, -0.07587059587240219, 0.7713305354118347, -0.6716887950897217, 1.2098205089569092, -0.25535327196121216, 1.132988452911377, 1.215005874633789, 1.2844901084899902, 0.6158940196037292, 1.970926284790039, -0.3891356289386749, 2.0728089809417725, 1.2463732957839966, 0.5092005729675293, 1.074273705482483] lin_vel_b=[0.03659370541572571, -0.01651773788034916, 0.02281387522816658] ang_vel_b=[-0.025646720081567764, -0.08971775323152542, 0.04766865819692612] mean_base_height=0.1809
[JOINT_STATE step=100000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.6189471483230591, -0.3003495931625366, 0.6795623898506165, -0.7292396426200867, 0.757912814617157, -0.6981518864631653, 1.1920324563980103, -0.0439564511179924, 1.110282063484192, 1.2065449953079224, 1.2721881866455078, 0.8577777147293091, 1.8170452117919922, 0.014807160012423992, 1.8053390979766846, 1.1262757778167725, 0.6471365690231323, 1.2730273008346558] lin_vel_b=[0.022150006145238876, -0.03894450142979622, 0.01791933923959732] ang_vel_b=[-0.05569303408265114, 0.005004264414310455, 0.014088835567235947] mean_base_height=0.1656
[JOINT_STATE step=150000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.5854257345199585, 0.05463773384690285, 0.7584507465362549, -0.3515280485153198, 0.6312311291694641, -0.7571455836296082, 1.2491552829742432, 1.1173906326293945, 1.16732656955719, 1.2728008031845093, 1.2962855100631714, 0.9684204459190369, 1.2645938396453857, 1.240833044052124, 1.5797526836395264, 1.3082855939865112, 0.7039231061935425, 1.3685715198516846] lin_vel_b=[0.07008317857980728, -0.017682122066617012, 0.02052030712366104] ang_vel_b=[-0.1402159184217453, -0.1879218965768814, -0.2329353243112564] mean_base_height=0.1915
[JOINT_STATE step=200000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7460991144180298, 0.4624496400356293, 0.731663167476654, 0.1907493770122528, 0.37735646963119507, -0.739789605140686, 0.5468211770057678, 0.6948244571685791, 0.5871268510818481, 1.180341362953186, 1.2024048566818237, 1.1117655038833618, 0.9408114552497864, 0.8765694499015808, 0.8632907271385193, 1.1610081195831299, 0.8230881690979004, 1.2033426761627197] lin_vel_b=[0.09696923941373825, 0.032038770616054535, -0.04609078913927078] ang_vel_b=[-0.16920344531536102, -0.08915259689092636, 0.2416078746318817] mean_base_height=0.2158
[JOINT_STATE step=250000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.6763752698898315, 0.6803603172302246, 0.7189024090766907, 0.4106954038143158, 0.7233177423477173, -0.6672219634056091, 0.9706990718841553, 0.6380972862243652, -0.1271904855966568, 1.18187415599823, 1.1719505786895752, 0.8627333641052246, 1.0315279960632324, 0.8211491703987122, -0.013141229748725891, 1.1712907552719116, 0.22934316098690033, 1.0399541854858398] lin_vel_b=[0.07623444497585297, 0.017487099394202232, -0.005982484668493271] ang_vel_b=[-0.05417870730161667, -0.10694552212953568, 0.33023199439048767] mean_base_height=0.2129
[JOINT_STATE step=300000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7487303018569946, -0.24127036333084106, 0.7584923505783081, -0.48138612508773804, 0.5158639550209045, -0.7518775463104248, 1.1873643398284912, 0.9715941548347473, 0.1373080313205719, 1.202935814857483, 1.1860051155090332, 0.8045470714569092, 0.9923936128616333, 0.8874451518058777, 0.1363379806280136, 1.1828093528747559, 0.5595023036003113, 1.0822492837905884] lin_vel_b=[0.10235915333032608, 0.02416432648897171, 0.008735228329896927] ang_vel_b=[0.051286034286022186, -0.012533189728856087, 0.02110017091035843] mean_base_height=0.2166
[JOINT_STATE step=350000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7494486570358276, -0.300502210855484, 0.7607123851776123, -0.40639761090278625, 0.45161864161491394, -0.7558403611183167, 1.0931190252304077, 1.0007420778274536, 0.21520715951919556, 1.2022202014923096, 1.2057255506515503, 0.7314503788948059, 0.9724962115287781, 0.9460294842720032, 0.24853259325027466, 1.2374283075332642, 0.5165078639984131, 0.892596960067749] lin_vel_b=[0.08339738845825195, 0.008025281131267548, 0.02117462456226349] ang_vel_b=[0.028228405863046646, 0.0026957280933856964, -0.13136026263237] mean_base_height=0.2176
[JOINT_STATE step=400000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7486059665679932, -0.44001755118370056, 0.7681079506874084, -0.4593523442745209, 0.3218161463737488, -0.7575508952140808, 1.0292258262634277, 0.8661354184150696, 0.4688168466091156, 1.225233554840088, 1.1193516254425049, 0.5789192914962769, 0.7624945044517517, 0.8952348828315735, 0.5159444808959961, 1.3292195796966553, 0.37378641963005066, 0.5693833827972412] lin_vel_b=[0.06615343689918518, 0.00871671736240387, -0.03085486590862274] ang_vel_b=[-0.3083115816116333, 0.4533882737159729, 0.12232981622219086] mean_base_height=0.2167
[JOINT_STATE step=450000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7484363317489624, -0.4693828523159027, 0.7663506269454956, -0.45268428325653076, 0.37679439783096313, -0.7662561535835266, 0.9921337962150574, 0.9664255380630493, 0.33877432346343994, 1.183204174041748, 1.1505528688430786, 0.6075565814971924, 0.8705448508262634, 0.896596372127533, 0.399797648191452, 1.2802447080612183, 0.35154756903648376, 0.6303880214691162] lin_vel_b=[0.1189572811126709, 0.04649386554956436, 0.019522367045283318] ang_vel_b=[0.13239508867263794, 0.12090010941028595, 0.19463646411895752] mean_base_height=0.2166
[JOINT_STATE step=500000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7439636588096619, -0.16140533983707428, 0.7609983682632446, -0.6604289412498474, 0.6054590940475464, -0.7299996018409729, 1.0351775884628296, 0.7282732129096985, 0.48224931955337524, 1.1648266315460205, 1.2078739404678345, 0.8222071528434753, 0.8499218225479126, 0.5987376570701599, 0.4042947292327881, 1.246463656425476, 0.3488321602344513, 1.0709069967269897] lin_vel_b=[0.11988694965839386, 0.03517547994852066, -0.04051925987005234] ang_vel_b=[-0.1291903555393219, -0.12952233850955963, 0.16735219955444336] mean_base_height=0.2170
