[JOINT_STATE step=0] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.01808258332312107, -0.05522627755999565, 0.09238133579492569, -0.07349704951047897, 0.13799946010112762, 0.08676306903362274, -1.1870344877243042, -1.2940640449523926, -1.1189091205596924, -1.1117949485778809, -1.301326036453247, -1.236336350440979, -0.9489919543266296, -0.9582145810127258, -1.0688769817352295, -1.0134663581848145, -1.031126856803894, -0.8208362460136414] lin_vel_b=[0.0, 0.0, 0.0] ang_vel_b=[0.0, 0.0, 0.0] mean_base_height=0.1731
[JOINT_STATE step=50000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.4996072053909302, -0.4856273829936981, -0.4494134783744812, 0.5132083892822266, 0.42899006605148315, -0.49947527050971985, -0.9387234449386597, -1.069761037826538, -1.6885143518447876, -0.9508389234542847, -1.517066478729248, -1.1109001636505127, -0.7617025375366211, -1.2063848972320557, -0.67094886302948, -1.0781440734863281, -0.9531214237213135, -1.3040043115615845] lin_vel_b=[-0.010810023173689842, -0.0012868037447333336, 0.015058914199471474] ang_vel_b=[-0.1294020116329193, 0.06776707619428635, 0.00899483822286129] mean_base_height=0.1138
[JOINT_STATE step=100000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.4768901765346527, 0.49432507157325745, -0.494299978017807, 0.509290874004364, -0.49536842107772827, -0.4984828531742096, -1.5530019998550415, -0.9505817294120789, -1.412706971168518, -1.0061914920806885, -1.3980289697647095, -1.0111644268035889, -1.088587999343872, -1.0982275009155273, -1.1264246702194214, -1.078879952430725, -1.1368929147720337, -1.036167860031128] lin_vel_b=[0.004389170557260513, -0.004137652926146984, 0.02199181355535984] ang_vel_b=[-0.0017954681534320116, -0.00552477827295661, -0.04123746603727341] mean_base_height=0.1128
[JOINT_STATE step=150000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.4998137950897217, 0.5304227471351624, -0.20727235078811646, 0.5051590204238892, -0.35533249378204346, -0.5273305177688599, -1.3625438213348389, -1.0691319704055786, -1.6578530073165894, -1.0048513412475586, -1.1271153688430786, -0.9729540348052979, -1.115676760673523, -0.9296494126319885, -1.3257935047149658, -1.2010301351547241, -1.1776554584503174, -1.1302852630615234] lin_vel_b=[0.0016000191681087017, 0.0023939348757267, 0.0166486706584692] ang_vel_b=[-0.015143072232604027, -0.01524634100496769, 0.07304080575704575] mean_base_height=0.1098
[JOINT_STATE step=200000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.4937066435813904, 0.5577749013900757, 0.4672864079475403, 0.48890942335128784, -0.44612932205200195, -0.5679529309272766, -1.277360439300537, -1.0225108861923218, -1.5137511491775513, -0.9735192656517029, -1.2840033769607544, -1.0246820449829102, -1.1878654956817627, -0.836433470249176, -1.434030532836914, -1.3239686489105225, -1.2754333019256592, -0.9526945352554321] lin_vel_b=[0.051867254078388214, -0.016573376953601837, 0.010344671085476875] ang_vel_b=[-0.035844940692186356, -0.03748946636915207, 0.09703461825847626] mean_base_height=0.1075
[JOINT_STATE step=250000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.49787330627441406, 0.5366160273551941, 0.48690110445022583, 0.48500868678092957, -0.4642954468727112, -0.5641992688179016, -1.305888056755066, -1.0085549354553223, -1.4193742275238037, -1.0239558219909668, -1.4291753768920898, -1.0746303796768188, -1.1141437292099, -0.9566713571548462, -1.3324558734893799, -1.3655840158462524, -1.1864876747131348, -1.0201107263565063] lin_vel_b=[0.07130204141139984, -0.013407513499259949, 0.026929184794425964] ang_vel_b=[-0.006186206825077534, -0.05107202008366585, 0.06135653331875801] mean_base_height=0.1080
[JOINT_STATE step=300000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.49904096126556396, 0.48914727568626404, 0.4875182807445526, 0.49684250354766846, -0.5029810070991516, -0.5437223315238953, -1.362754225730896, -0.9606446623802185, -1.3373167514801025, -1.03899347782135, -1.3804274797439575, -1.00495183467865, -0.9176325798034668, -1.036068081855774, -1.185421347618103, -1.3042826652526855, -1.0966718196868896, -0.9843077063560486] lin_vel_b=[0.05492480471730232, -0.011582829058170319, 0.020937198773026466] ang_vel_b=[0.05997338891029358, -0.05563134700059891, -0.028493575751781464] mean_base_height=0.1104
[JOINT_STATE step=350000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.49482524394989014, 0.5319372415542603, 0.5061495900154114, 0.4829522371292114, -0.5425642132759094, -0.5443943738937378, -1.1633198261260986, -1.2534421682357788, -1.1965467929840088, -1.3048028945922852, -1.1730769872665405, -1.2746913433074951, -1.445899486541748, -1.0931590795516968, -1.207887053489685, -1.515562891960144, -1.1873202323913574, -1.1232892274856567] lin_vel_b=[0.09303656965494156, 0.02864297479391098, 0.05693982169032097] ang_vel_b=[0.12372203171253204, 0.055250316858291626, -0.018900400027632713] mean_base_height=0.1047
[JOINT_STATE step=400000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.4974762201309204, 0.5333086848258972, 0.5098549127578735, 0.485448956489563, -0.5340082049369812, -0.5137988924980164, -1.3144482374191284, -1.0486648082733154, -1.2442179918289185, -1.08013916015625, -1.308584213256836, -1.0967826843261719, -1.4168094396591187, -1.0299310684204102, -1.144389033317566, -1.4556576013565063, -1.1435785293579102, -1.1160956621170044] lin_vel_b=[0.11834251135587692, -0.0342814102768898, 0.026670046150684357] ang_vel_b=[0.016079925000667572, 0.10023542493581772, 0.07275184243917465] mean_base_height=0.1063
[JOINT_STATE step=450000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.4572475552558899, 0.5512647032737732, 0.49149224162101746, 0.4844864308834076, -0.5219246745109558, -0.5757629871368408, -1.4038320779800415, -1.0040676593780518, -1.4138102531433105, -1.0251418352127075, -1.331111192703247, -1.053305745124817, -1.4513394832611084, -0.8406433463096619, -1.2840189933776855, -1.4313684701919556, -1.2264199256896973, -0.9217406511306763] lin_vel_b=[0.1181631088256836, -0.0432954877614975, -0.025199437513947487] ang_vel_b=[-0.25218692421913147, -0.0801718533039093, 0.021503737196326256] mean_base_height=0.1057
[JOINT_STATE step=500000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.4509432911872864, 0.5333398580551147, 0.45578712224960327, 0.47204527258872986, -0.40026840567588806, -0.501197099685669, -1.2857575416564941, -1.1419867277145386, -1.2288585901260376, -1.208251714706421, -1.136264681816101, -1.0932170152664185, -1.435966968536377, -0.8995527029037476, -1.255348563194275, -1.4932180643081665, -1.1995328664779663, -0.924785852432251] lin_vel_b=[0.10986434668302536, 0.01868619956076145, 0.07721572369337082] ang_vel_b=[0.09650350362062454, 0.013684392906725407, 0.1655631810426712] mean_base_height=0.1060
