[JOINT_STATE step=0] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.09246624261140823, -0.042534422129392624, -0.26438459753990173, 0.01451838668435812, -0.012086640112102032, -0.05797257646918297, 0.43771490454673767, 0.46716129779815674, 0.39254581928253174, 0.4636856019496918, 0.3328949511051178, 0.7265504598617554, 0.5311684608459473, 0.48158109188079834, 0.6286642551422119, 0.6181952953338623, 0.48729407787323, 0.6216890811920166] lin_vel_b=[0.0, 0.0, 0.0] ang_vel_b=[0.0, 0.0, 0.0] mean_base_height=0.2802
[JOINT_STATE step=50000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.7503321766853333, -0.22962956130504608, 0.7302396893501282, -0.7531082034111023, 0.7519704699516296, -0.7255339622497559, -0.2064041644334793, 0.40625280141830444, 0.7868767976760864, 1.118569254875183, -0.23135818541049957, 1.099618911743164, -0.24445532262325287, 0.7939947247505188, 1.3145302534103394, 1.0005829334259033, -0.23512011766433716, 1.5428143739700317] lin_vel_b=[0.012425949797034264, 0.005125327967107296, 0.012568546459078789] ang_vel_b=[0.023565145209431648, 0.009590309113264084, -0.07682104408740997] mean_base_height=0.1790
[JOINT_STATE step=100000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.7506012916564941, 0.6924164891242981, 0.7206591963768005, -0.8539446592330933, 0.6667866110801697, -0.7522046566009521, -0.10375736653804779, 0.6573441624641418, 0.9077823162078857, 0.9172253012657166, -0.2095489203929901, 1.2474497556686401, -0.17321135103702545, 0.8992810249328613, 1.0693334341049194, 1.034058690071106, -0.22106818854808807, 1.2430720329284668] lin_vel_b=[0.028757810592651367, 0.027191340923309326, -0.015856001526117325] ang_vel_b=[0.037873268127441406, -0.06756354123353958, 0.05998142808675766] mean_base_height=0.1751
[JOINT_STATE step=150000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.4681929647922516, -0.726712703704834, -0.07234735786914825, 0.7491898536682129, 0.7306952476501465, -0.7589619159698486, 0.06843031197786331, 0.19113336503505707, 1.2543177604675293, -0.30581703782081604, 0.07962893694639206, 1.1224111318588257, -0.1373937427997589, 0.2448166459798813, 0.7968613505363464, -0.26439642906188965, 0.05663849413394928, 0.8806639909744263] lin_vel_b=[0.1749584823846817, -0.029262546449899673, 0.14249083399772644] ang_vel_b=[-0.27339524030685425, -0.6474180221557617, -0.22654768824577332] mean_base_height=0.1752
[JOINT_STATE step=200000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.2323388159275055, -0.731552243232727, 0.3405281901359558, 0.7605170011520386, 0.7176416516304016, -0.7495499849319458, -0.09609831124544144, 0.2306186407804489, 1.2328264713287354, -0.2613338530063629, 0.0662684291601181, 1.0550497770309448, -0.23523952066898346, 0.09418346732854843, 0.6433557271957397, -0.3544521927833557, 0.003689330769702792, 0.7120101451873779] lin_vel_b=[0.0776517391204834, 0.015643056482076645, -0.004606911912560463] ang_vel_b=[0.04917275160551071, 0.0860181674361229, 0.03840794041752815] mean_base_height=0.1799
[JOINT_STATE step=250000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.10862956941127777, -0.7293627262115479, 0.18924108147621155, 0.7564721703529358, 0.7277541756629944, -0.7336165308952332, -0.12053817510604858, 0.31384792923927307, 1.233956217765808, -0.2443627566099167, 0.037533197551965714, 1.1166813373565674, -0.29763472080230713, 0.13379134237766266, 0.7264450788497925, -0.3077964186668396, -0.029790634289383888, 0.7217229008674622] lin_vel_b=[0.06937353312969208, 0.0013347845524549484, 0.0808890089392662] ang_vel_b=[0.41199249029159546, -0.07617907226085663, 0.5024387240409851] mean_base_height=0.1837
[JOINT_STATE step=300000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.3720545172691345, -0.7318823337554932, 0.18161749839782715, 0.7767447233200073, 0.7347847819328308, -0.7466180920600891, -0.12363068014383316, 0.08779171854257584, 1.2420072555541992, -0.3177790343761444, 0.10768719017505646, 1.0932317972183228, -0.31342875957489014, -0.005518051795661449, 0.7001454830169678, -0.3484289050102234, 0.09732389450073242, 0.7627016305923462] lin_vel_b=[0.09442353248596191, 0.008554905652999878, -0.004180055111646652] ang_vel_b=[-0.19312414526939392, 0.27499690651893616, 0.0561993271112442] mean_base_height=0.1852
[JOINT_STATE step=350000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.4127592146396637, -0.7376300096511841, -0.031648967415094376, 0.7791091799736023, 0.7195472717285156, -0.7537351846694946, -0.12097088247537613, 0.11752057820558548, 1.2480171918869019, -0.31346574425697327, 0.15508665144443512, 1.1484473943710327, -0.3350464105606079, 0.07712747901678085, 0.7344197034835815, -0.32454851269721985, 0.13692224025726318, 0.8242635130882263] lin_vel_b=[0.08137109130620956, 0.01864687353372574, 0.14006102085113525] ang_vel_b=[-0.043305784463882446, -0.3292299509048462, 0.060415998101234436] mean_base_height=0.1839
[JOINT_STATE step=400000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.1414421796798706, 0.489708811044693, -0.45162758231163025, -0.6245949268341064, 0.7221809029579163, -0.7153918743133545, 0.12274059653282166, 0.6029711365699768, 1.2675917148590088, 0.10631941258907318, 0.16561168432235718, 1.1993225812911987, -0.04658193141222, 0.4602421522140503, 0.8583772778511047, 0.09512164443731308, 0.09042450785636902, 0.8350321054458618] lin_vel_b=[0.25728583335876465, -0.01889990270137787, 0.11840320378541946] ang_vel_b=[0.22351139783859253, -0.5324124693870544, -0.6523065567016602] mean_base_height=0.1853
[JOINT_STATE step=450000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.08930015563964844, 0.44700586795806885, -0.4281832277774811, -0.48196277022361755, 0.7205862402915955, -0.7476220726966858, -0.06707216799259186, 0.640455961227417, 1.2319639921188354, 0.17169101536273956, 0.277071475982666, 1.236093282699585, -0.12902763485908508, 0.47479936480522156, 0.7666643261909485, 0.08308525383472443, 0.30449751019477844, 0.762230396270752] lin_vel_b=[0.17445853352546692, -0.0063247233629226685, 0.09679898619651794] ang_vel_b=[-0.21001219749450684, -0.19158056378364563, 0.046852461993694305] mean_base_height=0.1864
[JOINT_STATE step=500000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.06392068415880203, 0.592627763748169, -0.6281998157501221, -0.4946114122867584, 0.7289437055587769, -0.7480424642562866, -0.09529868513345718, 0.7892208099365234, 1.2507749795913696, 0.09695834666490555, 0.2860346734523773, 1.237046480178833, -0.11718679964542389, 0.6366791725158691, 0.8112394213676453, 0.05920705944299698, 0.21007688343524933, 0.8532342314720154] lin_vel_b=[0.12848368287086487, -0.030123308300971985, 0.059647612273693085] ang_vel_b=[-0.31649595499038696, 0.37084972858428955, -0.21496306359767914] mean_base_height=0.1823
