step	log_std_min	log_std_mean	log_std_max	std_min	std_mean	std_max	entropy_loss	learning_rate	tensorboard_std_mean
120	-2.001347	-1.997778	-1.995774	0.135153	0.135636	0.135908	0.052103493735194205	2.6337448559670777e-05	0.1356353759765625
240	-2.000995	-1.997435	-1.994712	0.135201	0.135683	0.136053	0.05206451751291752	2.6337448559670777e-05	0.13568320870399475
360	-2.001342	-1.996774	-1.994048	0.135154	0.135773	0.136143	0.05201100241392851	2.6337448559670777e-05	0.13577225804328918
480	-2.001431	-1.996497	-1.992890	0.135142	0.135811	0.136301	0.05198790654540062	2.6337448559670777e-05	0.13580964505672455
600	-2.000943	-1.995989	-1.991398	0.135208	0.135880	0.136504	0.05194520503282547	2.6337448559670777e-05	0.13587826490402222
720	-2.000048	-1.995884	-1.990700	0.135329	0.135894	0.136600	0.05192276686429977	2.6337448559670777e-05	0.13589398562908173
840	-1.999926	-1.995082	-1.990392	0.135345	0.136003	0.136642	0.05185912139713764	2.6337448559670777e-05	0.13600212335586548
960	-2.000746	-1.994854	-1.990358	0.135234	0.136034	0.136646	0.05183505080640316	2.6337448559670777e-05	0.13603360950946808
1080	-2.000072	-1.994347	-1.990366	0.135326	0.136103	0.136645	0.05179076176136732	2.6337448559670777e-05	0.1361025869846344
1200	-1.999221	-1.993804	-1.989727	0.135441	0.136177	0.136733	0.05174111984670162	2.6337448559670777e-05	0.13617639243602753
1320	-1.998928	-1.993205	-1.988794	0.135480	0.136259	0.136860	0.05169071443378925	2.6337448559670777e-05	0.13625746965408325
1440	-2.000069	-1.992879	-1.988220	0.135326	0.136303	0.136939	0.05165504962205887	2.6337448559670777e-05	0.13630332052707672
1560	-1.999556	-1.992572	-1.987549	0.135395	0.136345	0.137031	0.05162675511091948	2.6337448559670777e-05	0.13634534180164337
1680	-1.998756	-1.991877	-1.986732	0.135504	0.136440	0.137143	0.05157256480306387	3.9506172839506166e-05	0.1364389806985855
1800	-1.998285	-1.991421	-1.985872	0.135568	0.136502	0.137261	0.051526018604636195	1.7558299039780518e-05	0.13650214672088623
1920	-1.998722	-1.991068	-1.985616	0.135508	0.136550	0.137296	0.05149501506239176	3.9506172839506166e-05	0.13655009865760803
2040	-1.998554	-1.990767	-1.985556	0.135531	0.136591	0.137304	0.051471618376672267	2.6337448559670777e-05	0.13659043610095978
2160	-1.999157	-1.990834	-1.985125	0.135449	0.136582	0.137363	0.0514694795012474	3.9506172839506166e-05	0.13658250868320465
2280	-2.000005	-1.990408	-1.984289	0.135335	0.136641	0.137478	0.05143286697566509	2.6337448559670777e-05	0.1366410106420517
2400	-2.000616	-1.990324	-1.984456	0.135252	0.136652	0.137455	0.051425036415457724	3.9506172839506166e-05	0.1366523802280426
2520	-2.000317	-1.990390	-1.984152	0.135292	0.136643	0.137497	0.051425776071846487	3.9506172839506166e-05	0.13664405047893524
2640	-1.999611	-1.990056	-1.982465	0.135388	0.136689	0.137729	0.05140083767473698	3.9506172839506166e-05	0.1366892158985138
2760	-2.000982	-1.989840	-1.980790	0.135202	0.136719	0.137960	0.051384391449391845	3.9506172839506166e-05	0.1367185115814209
2880	-2.002266	-1.989494	-1.980260	0.135029	0.136767	0.138033	0.05135023258626461	3.9506172839506166e-05	0.13676698505878448
3000	-2.003081	-1.989249	-1.980294	0.134919	0.136801	0.138029	0.05133529864251614	2.6337448559670777e-05	0.1367998719215393
3120	-2.004141	-1.988968	-1.980855	0.134776	0.136840	0.137951	0.05130256917327643	2.6337448559670777e-05	0.13683947920799255
3240	-2.004822	-1.988896	-1.980816	0.134684	0.136850	0.137957	0.05129689797759056	2.6337448559670777e-05	0.1368492841720581
3360	-2.004698	-1.988154	-1.980515	0.134701	0.136951	0.137998	0.05123449545353651	3.9506172839506166e-05	0.1369505077600479
3480	-2.005256	-1.987836	-1.979739	0.134626	0.136995	0.138105	0.05120382197201252	2.6337448559670777e-05	0.13699467480182648
3600	-2.004201	-1.987482	-1.979210	0.134768	0.137044	0.138178	0.05117131602019072	3.9506172839506166e-05	0.13704369962215424
3720	-2.004030	-1.987304	-1.978252	0.134791	0.137069	0.138311	0.051152171567082405	2.6337448559670777e-05	0.13706885278224945
3840	-2.005336	-1.987257	-1.976939	0.134615	0.137076	0.138492	0.05114971771836281	2.6337448559670777e-05	0.13707612454891205
3960	-2.008591	-1.987383	-1.976056	0.134178	0.137060	0.138615	0.051153997890651226	2.6337448559670777e-05	0.13706086575984955
4080	-2.010951	-1.987326	-1.975333	0.133861	0.137069	0.138715	0.05115516986697912	3.9506172839506166e-05	0.1370691955089569
4200	-2.012867	-1.987018	-1.974930	0.133605	0.137113	0.138771	0.05112770441919565	3.9506172839506166e-05	0.137112557888031
4320	-2.014654	-1.987166	-1.974448	0.133367	0.137093	0.138838	0.051141351275146005	3.9506172839506166e-05	0.13709333539009094
4440	-2.017280	-1.986851	-1.973632	0.133017	0.137138	0.138951	0.0511146292090416	3.9506172839506166e-05	0.13713809847831726
4560	-2.019497	-1.986847	-1.973224	0.132722	0.137141	0.139008	0.05110891237854957	2.6337448559670777e-05	0.13714097440242767
4680	-2.020419	-1.986420	-1.971968	0.132600	0.137200	0.139183	0.05107790753245354	2.6337448559670777e-05	0.13719962537288666
4800	-2.022215	-1.986280	-1.970720	0.132362	0.137221	0.139356	0.05106527768075466	3.9506172839506166e-05	0.13722002506256104
4920	-2.023088	-1.986124	-1.971120	0.132246	0.137244	0.139301	0.0510508056730032	3.9506172839506166e-05	0.13724344968795776
5040	-2.025793	-1.985758	-1.969492	0.131889	0.137296	0.139528	0.05101777669042349	2.6337448559670777e-05	0.13729561865329742
5160	-2.027025	-1.985396	-1.968703	0.131727	0.137348	0.139638	0.05098512340337038	2.6337448559670777e-05	0.1373474895954132
5280	-2.029065	-1.985305	-1.968209	0.131458	0.137363	0.139707	0.05097546074539423	3.9506172839506166e-05	0.13736256957054138
5400	-2.031410	-1.985293	-1.966461	0.131151	0.137366	0.139951	0.05097219105809927	2.6337448559670777e-05	0.13736620545387268
5520	-2.033095	-1.985490	-1.965801	0.130930	0.137342	0.140044	0.05098546855151653	3.9506172839506166e-05	0.13734208047389984
5640	-2.034400	-1.985377	-1.964651	0.130759	0.137360	0.140205	0.0509829381480813	2.6337448559670777e-05	0.13735902309417725
