step	log_std_min	log_std_mean	log_std_max	std_min	std_mean	std_max	entropy_loss	learning_rate	tensorboard_std_mean
120	-1.999693	-1.997822	-1.995478	0.135377	0.135630	0.135949	0.052111544832587245	2.6337448559670777e-05	0.1356290876865387
240	-1.999670	-1.997027	-1.993540	0.135380	0.135738	0.136212	0.052035176567733286	2.6337448559670777e-05	0.13573749363422394
360	-2.000026	-1.996565	-1.992827	0.135332	0.135801	0.136310	0.05199254807084799	2.6337448559670777e-05	0.13580012321472168
480	-1.999704	-1.996388	-1.992178	0.135375	0.135825	0.136398	0.051970395259559155	2.6337448559670777e-05	0.1358252763748169
600	-1.998841	-1.995883	-1.991415	0.135492	0.135894	0.136502	0.0519360201433301	2.6337448559670777e-05	0.1358925998210907
720	-1.999822	-1.995350	-1.991986	0.135359	0.135966	0.136424	0.05188112277537584	2.6337448559670777e-05	0.1359659731388092
840	-2.001148	-1.994974	-1.991281	0.135180	0.136018	0.136520	0.051847364939749244	3.9506172839506166e-05	0.13601703941822052
960	-2.001235	-1.994150	-1.989614	0.135168	0.136130	0.136748	0.05177411269396544	2.6337448559670777e-05	0.13612933456897736
1080	-2.002154	-1.993904	-1.988050	0.135044	0.136164	0.136962	0.05174923073500395	3.9506172839506166e-05	0.136163592338562
1200	-2.002041	-1.993512	-1.986668	0.135059	0.136217	0.137152	0.05171187166124582	3.9506172839506166e-05	0.13621744513511658
1320	-2.003361	-1.993186	-1.986526	0.134881	0.136262	0.137171	0.05169201940298081	3.9506172839506166e-05	0.13626009225845337
1440	-2.004482	-1.992967	-1.985714	0.134730	0.136292	0.137283	0.051657493226230145	3.9506172839506166e-05	0.1362929493188858
1560	-2.005833	-1.992917	-1.985167	0.134548	0.136299	0.137358	0.05166360531002283	3.9506172839506166e-05	0.1362982541322708
1680	-2.006289	-1.992010	-1.984387	0.134487	0.136424	0.137465	0.05158321280032396	3.9506172839506166e-05	0.13642247021198273
1800	-2.004601	-1.991656	-1.984106	0.134714	0.136472	0.137504	0.05154300257563591	5.925925925925925e-05	0.13647213578224182
1920	-2.004646	-1.991866	-1.983126	0.134708	0.136444	0.137638	0.051558100245893	3.9506172839506166e-05	0.1364443600177765
2040	-2.005505	-1.991776	-1.981928	0.134592	0.136456	0.137803	0.05155037101358175	3.9506172839506166e-05	0.13645708560943604
2160	-2.007161	-1.991884	-1.981172	0.134370	0.136442	0.137907	0.05156396441161633	5.925925925925925e-05	0.13644248247146606
2280	-2.008501	-1.991758	-1.980103	0.134190	0.136460	0.138055	0.051559928059577945	5.925925925925925e-05	0.13645945489406586
2400	-2.010565	-1.991362	-1.978586	0.133913	0.136515	0.138265	0.051522821001708505	3.9506172839506166e-05	0.13651445508003235
2520	-2.011548	-1.991397	-1.978508	0.133781	0.136511	0.138275	0.051513648591935635	3.9506172839506166e-05	0.13651196658611298
