step	log_std_min	log_std_mean	log_std_max	std_min	std_mean	std_max	entropy_loss	learning_rate	tensorboard_std_mean
120	-2.001640	-1.998142	-1.996162	0.135114	0.135587	0.135856	0.05213070381432772	2.6337448559670777e-05	0.13558673858642578
240	-2.003211	-1.997401	-1.994908	0.134901	0.135688	0.136026	0.05206477679312229	2.6337448559670777e-05	0.13568754494190216
360	-2.004936	-1.997100	-1.993406	0.134669	0.135729	0.136231	0.0520385317504406	2.6337448559670777e-05	0.13572819530963898
480	-2.006727	-1.997052	-1.993538	0.134428	0.135735	0.136213	0.05203017741441727	2.6337448559670777e-05	0.135735422372818
600	-2.006753	-1.996695	-1.992238	0.134424	0.135784	0.136390	0.052004835195839406	2.6337448559670777e-05	0.13578325510025024
720	-2.006171	-1.996774	-1.992073	0.134503	0.135773	0.136412	0.052000859007239345	2.6337448559670777e-05	0.13577382266521454
840	-2.006711	-1.996421	-1.990531	0.134430	0.135821	0.136623	0.051975708641111854	2.6337448559670777e-05	0.13582105934619904
960	-2.006887	-1.996366	-1.989810	0.134406	0.135829	0.136721	0.05196497496217489	2.6337448559670777e-05	0.13582958281040192
1080	-2.006628	-1.995872	-1.988982	0.134441	0.135896	0.136835	0.05192768909037113	1.7558299039780518e-05	0.13589602708816528
1200	-2.005715	-1.995411	-1.988167	0.134564	0.135959	0.136946	0.05188651047646999	2.6337448559670777e-05	0.13595865666866302
1320	-2.005331	-1.995036	-1.987281	0.134616	0.136010	0.137068	0.05185287278145552	2.6337448559670777e-05	0.13600967824459076
1440	-2.004581	-1.994745	-1.986486	0.134717	0.136050	0.137177	0.051827104203402995	2.6337448559670777e-05	0.13604944944381714
1560	-2.005293	-1.994316	-1.984258	0.134621	0.136109	0.137483	0.05178524982184172	2.6337448559670777e-05	0.13610847294330597
1680	-2.004697	-1.993929	-1.983610	0.134701	0.136162	0.137572	0.0517559478059411	2.6337448559670777e-05	0.13616058230400085
1800	-2.003432	-1.993510	-1.983262	0.134872	0.136219	0.137620	0.05171257108449936	1.7558299039780518e-05	0.1362185776233673
1920	-2.003143	-1.992951	-1.983333	0.134911	0.136295	0.137610	0.051664596796035765	3.9506172839506166e-05	0.13629446923732758
2040	-2.001786	-1.992579	-1.983220	0.135094	0.136345	0.137625	0.05162980034947395	2.6337448559670777e-05	0.1363452523946762
2160	-2.001851	-1.992505	-1.984239	0.135085	0.136356	0.137485	0.05162413902580738	2.6337448559670777e-05	0.13635537028312683
2280	-2.001936	-1.992190	-1.983736	0.135073	0.136399	0.137554	0.051591580547392366	2.6337448559670777e-05	0.13639934360980988
2400	-2.002048	-1.992306	-1.983874	0.135058	0.136383	0.137535	0.0516032388433814	3.9506172839506166e-05	0.13638311624526978
2520	-2.002370	-1.991895	-1.982779	0.135015	0.136440	0.137686	0.05156897641718387	3.9506172839506166e-05	0.13643944263458252
2640	-2.003931	-1.991728	-1.982102	0.134804	0.136463	0.137779	0.051554159820079805	2.6337448559670777e-05	0.1364624947309494
2760	-2.004281	-1.991555	-1.981858	0.134757	0.136487	0.137813	0.05153071451932192	3.9506172839506166e-05	0.13648775219917297
2880	-2.006469	-1.991586	-1.982968	0.134463	0.136483	0.137660	0.05154117681086064	3.9506172839506166e-05	0.13648243248462677
3000	-2.006549	-1.991228	-1.981664	0.134452	0.136532	0.137840	0.0515099324285984	2.6337448559670777e-05	0.1365317553281784
3120	-2.007567	-1.990776	-1.980751	0.134315	0.136594	0.137966	0.05146893784403801	3.9506172839506166e-05	0.1365940272808075
3240	-2.008237	-1.990692	-1.979697	0.134225	0.136607	0.138111	0.05145891550928354	3.9506172839506166e-05	0.1366063356399536
3360	-2.007547	-1.990528	-1.978583	0.134318	0.136630	0.138265	0.051447734236717224	3.9506172839506166e-05	0.1366284042596817
3480	-2.007195	-1.990453	-1.977135	0.134365	0.136640	0.138465	0.051438191719353196	2.6337448559670777e-05	0.1366397887468338
3600	-2.008572	-1.990469	-1.976596	0.134180	0.136639	0.138540	0.05143802668899298	2.6337448559670777e-05	0.13663864135742188
3720	-2.009154	-1.990207	-1.975214	0.134102	0.136675	0.138732	0.05141239929944277	3.9506172839506166e-05	0.13667547702789307
3840	-2.009410	-1.990124	-1.973958	0.134068	0.136687	0.138906	0.05140353254973888	3.9506172839506166e-05	0.13668745756149292
3960	-2.009466	-1.990096	-1.974953	0.134060	0.136691	0.138768	0.05140569098293781	2.6337448559670777e-05	0.13669100403785706
4080	-2.009372	-1.989860	-1.973288	0.134073	0.136724	0.138999	0.05138352978974581	3.9506172839506166e-05	0.13672414422035217
4200	-2.009630	-1.989669	-1.972118	0.134038	0.136751	0.139162	0.05136581975966692	3.9506172839506166e-05	0.1367509961128235
