step	log_std_min	log_std_mean	log_std_max	std_min	std_mean	std_max	entropy_loss	learning_rate	tensorboard_std_mean
120	-2.000670	-1.997652	-1.996101	0.135245	0.135653	0.135864	0.05209502410143614	2.6337448559670777e-05	0.13565202057361603
240	-1.999954	-1.997144	-1.994631	0.135342	0.135722	0.136064	0.05204557664692402	2.6337448559670777e-05	0.13572140038013458
360	-1.999532	-1.996332	-1.993175	0.135399	0.135833	0.136262	0.05197326894849539	2.6337448559670777e-05	0.13583174347877502
480	-2.001594	-1.996081	-1.992435	0.135120	0.135867	0.136363	0.051947628147900105	2.6337448559670777e-05	0.13586671650409698
600	-2.002637	-1.995842	-1.993347	0.134979	0.135900	0.136239	0.05193152446299791	2.6337448559670777e-05	0.13589803874492645
720	-2.002663	-1.995767	-1.992276	0.134975	0.135910	0.136385	0.051915977708995344	1.7558299039780518e-05	0.13590991497039795
840	-2.001771	-1.995463	-1.991501	0.135096	0.135951	0.136490	0.05189132373780012	2.6337448559670777e-05	0.13595059514045715
960	-2.001199	-1.995121	-1.991350	0.135173	0.135998	0.136511	0.051861637830734254	1.7558299039780518e-05	0.1359969675540924
1080	-2.000493	-1.994668	-1.989646	0.135269	0.136059	0.136744	0.051821768283843994	3.9506172839506166e-05	0.1360584944486618
1200	-1.999002	-1.994230	-1.989794	0.135470	0.136119	0.136724	0.05178551822900772	3.9506172839506166e-05	0.13611751794815063
1320	-1.998942	-1.993522	-1.988449	0.135479	0.136216	0.136908	0.0517174743115902	1.7558299039780518e-05	0.13621509075164795
1440	-1.999354	-1.992998	-1.987571	0.135423	0.136287	0.137028	0.05166472289711237	3.9506172839506166e-05	0.13628733158111572
1560	-1.999908	-1.992372	-1.986351	0.135348	0.136373	0.137195	0.05161194559186697	1.7558299039780518e-05	0.13637229800224304
1680	-1.999501	-1.991898	-1.985769	0.135403	0.136437	0.137275	0.05157020017504692	2.6337448559670777e-05	0.13643644750118256
1800	-1.999459	-1.991345	-1.985431	0.135408	0.136513	0.137321	0.051520136557519434	3.9506172839506166e-05	0.1365123838186264
1920	-1.999553	-1.991076	-1.983642	0.135396	0.136550	0.137567	0.05149060022085905	3.9506172839506166e-05	0.13654981553554535
2040	-1.999262	-1.990902	-1.983543	0.135435	0.136573	0.137581	0.0514835188165307	2.6337448559670777e-05	0.1365724802017212
2160	-1.999700	-1.990609	-1.982628	0.135376	0.136614	0.137707	0.051453254558146	3.9506172839506166e-05	0.13661332428455353
2280	-2.000850	-1.990547	-1.981811	0.135220	0.136623	0.137819	0.05144257266074419	3.9506172839506166e-05	0.13662287592887878
2400	-2.001132	-1.990286	-1.980040	0.135182	0.136658	0.138064	0.05142438858747482	3.9506172839506166e-05	0.13665781915187836
