[JOINT_STATE step=0] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.01808258332312107, -0.05522627755999565, 0.09238133579492569, -0.07349704951047897, 0.13799946010112762, 0.08676306903362274, -1.1870344877243042, -1.2940640449523926, -1.1189091205596924, -1.1117949485778809, -1.301326036453247, -1.236336350440979, -0.9489919543266296, -0.9582145810127258, -1.0688769817352295, -1.0134663581848145, -1.031126856803894, -0.8208362460136414] lin_vel_b=[0.0, 0.0, 0.0] ang_vel_b=[0.0, 0.0, 0.0] mean_base_height=0.1705
[JOINT_STATE step=50000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.47607553005218506, -0.5073379874229431, -0.5159076452255249, 0.4771258234977722, -0.4817257821559906, -0.513473391532898, -0.9227164387702942, -0.8621459007263184, -0.8831318020820618, -0.8344536423683167, -0.9395461082458496, -0.9262781143188477, -1.0761666297912598, -0.8903214931488037, -0.9793561697006226, -0.7368006110191345, -1.193159580230713, -1.091536521911621] lin_vel_b=[-0.0003714835620485246, -0.0012772127520292997, 0.019739309325814247] ang_vel_b=[0.006451782304793596, 0.0040922611951828, 0.021971404552459717] mean_base_height=0.1168
[JOINT_STATE step=100000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.4976660907268524, -0.48532822728157043, -0.5029139518737793, 0.49456334114074707, -0.5012516379356384, -0.5195629596710205, -0.6973391771316528, -0.9156466722488403, -0.9658295512199402, -0.941334068775177, -0.8779823780059814, -0.8881953954696655, -1.3358129262924194, -0.7959033846855164, -1.0045607089996338, -1.2416129112243652, -1.1322401762008667, -1.0563524961471558] lin_vel_b=[0.0003285241546109319, -0.0009590463014319539, 0.020446157082915306] ang_vel_b=[-0.00011833751341328025, -0.0019216674845665693, 0.02379824034869671] mean_base_height=0.1174
[JOINT_STATE step=150000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.4985743463039398, -0.49012070894241333, -0.4805939793586731, 0.47518274188041687, -0.5103633403778076, -0.4929879903793335, -0.693742573261261, -0.7960125803947449, -1.0806355476379395, -0.9804486036300659, -0.9015144109725952, -0.7769137024879456, -1.3761088848114014, -0.4954686164855957, -1.2014503479003906, -1.3074367046356201, -0.9579657912254333, -0.6253496408462524] lin_vel_b=[-0.0010043157963082194, -0.0033337995409965515, 0.0221648421138525] ang_vel_b=[0.028775900602340698, 0.019801340997219086, -0.01204169075936079] mean_base_height=0.1146
[JOINT_STATE step=200000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.4995814561843872, -0.49995893239974976, -0.5118257403373718, 0.5069376230239868, -0.5019867420196533, -0.5113403797149658, -0.673377275466919, -0.6756603121757507, -1.1279939413070679, -1.0647637844085693, -0.8885508179664612, -0.8702878952026367, -1.4266934394836426, -1.437725305557251, -1.0587577819824219, -1.1524314880371094, -0.891601026058197, -0.7717370986938477] lin_vel_b=[-0.00329359108582139, 0.006352453958243132, 0.0208484698086977] ang_vel_b=[0.09080331772565842, 0.03541538864374161, -0.08605382591485977] mean_base_height=0.1125
[JOINT_STATE step=250000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.49945518374443054, -0.5012277364730835, -0.4890923798084259, 0.49468281865119934, -0.5191169381141663, -0.503042995929718, -0.6766655445098877, -0.6914834380149841, -1.1143853664398193, -1.0576564073562622, -0.9290509223937988, -0.786361038684845, -1.4072282314300537, -1.4171561002731323, -1.1165621280670166, -1.2094181776046753, -1.0376358032226562, -0.6297920942306519] lin_vel_b=[-0.0015111570246517658, 0.0014409146970137954, 0.02104989066720009] ang_vel_b=[0.009099693968892097, 0.03778333589434624, 0.0233536958694458] mean_base_height=0.1132
[JOINT_STATE step=300000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.49830543994903564, -0.4441830515861511, -0.48415929079055786, 0.32498326897621155, -0.488699346780777, -0.5385557413101196, -0.9614525437355042, -0.7609965801239014, -0.879193127155304, -0.8804243803024292, -0.9691725373268127, -0.9027126431465149, -1.0402966737747192, -1.2693368196487427, -0.9577738642692566, -1.3514959812164307, -0.9495051503181458, -0.8881712555885315] lin_vel_b=[-0.0034925176296383142, -0.009617608971893787, 0.014584643766283989] ang_vel_b=[-0.02715318277478218, 0.021288499236106873, -0.03672386333346367] mean_base_height=0.1130
[JOINT_STATE step=350000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.5144275426864624, -0.49646222591400146, -0.47389623522758484, 0.5042920112609863, -0.5329776406288147, -0.5064039826393127, -0.9545947909355164, -0.659497082233429, -1.0206044912338257, -0.6747817397117615, -1.1495593786239624, -0.760199785232544, -1.1800384521484375, -1.3191578388214111, -1.0681074857711792, -1.3742214441299438, -1.041729211807251, -0.35088178515434265] lin_vel_b=[-0.0016597382491454482, -0.0020362308714538813, 0.021022239699959755] ang_vel_b=[-0.008268121629953384, 0.05236610397696495, 0.029884906485676765] mean_base_height=0.1119
[JOINT_STATE step=400000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.5124764442443848, 0.5061864256858826, -0.499137818813324, -0.11657759547233582, 0.08502888679504395, -0.4839719235897064, -1.0673396587371826, -0.7559829950332642, -1.1878442764282227, -0.6558099985122681, -1.1892179250717163, -1.164000391960144, -1.2609643936157227, -0.47130048274993896, -1.4232791662216187, -1.378507375717163, -1.320847988128662, -1.2324724197387695] lin_vel_b=[0.09280091524124146, 0.02854239195585251, 0.013051019050180912] ang_vel_b=[0.051102254539728165, 0.009499717503786087, -0.04980836436152458] mean_base_height=0.1105
[JOINT_STATE step=450000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.5062934756278992, 0.5001126527786255, -0.4859747588634491, -0.1015753373503685, 0.026601815596222878, -0.4757736921310425, -1.077295184135437, -0.7210526466369629, -1.193241834640503, -0.6668456196784973, -1.209668755531311, -1.2891992330551147, -1.286723017692566, -0.38339710235595703, -1.3996455669403076, -1.3928148746490479, -1.3621708154678345, -1.281261682510376] lin_vel_b=[0.11012256890535355, -0.0013823062181472778, 0.043943967670202255] ang_vel_b=[-0.08082913607358932, 0.01959419995546341, 0.5320100784301758] mean_base_height=0.1097
[JOINT_STATE step=500000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.524129331111908, 0.50450599193573, -0.4716431796550751, -0.09686707705259323, -0.11060767620801926, -0.519923210144043, -1.055409550666809, -0.7436057329177856, -1.200735092163086, -0.6810196042060852, -1.124900221824646, -1.1959002017974854, -1.2494205236434937, -0.4090714156627655, -1.3657162189483643, -1.3585025072097778, -1.264837622642517, -1.2821338176727295] lin_vel_b=[0.0758393257856369, -0.016700780019164085, -0.035347990691661835] ang_vel_b=[0.05469174683094025, 0.0007658721879124641, 0.10903098434209824] mean_base_height=0.1103
