[JOINT_STATE step=0] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.01808258332312107, -0.05522627755999565, 0.09238133579492569, -0.07349704951047897, 0.13799946010112762, 0.08676306903362274, -1.1870344877243042, -1.2940640449523926, -1.1189091205596924, -1.1117949485778809, -1.301326036453247, -1.236336350440979, -0.9489919543266296, -0.9582145810127258, -1.0688769817352295, -1.0134663581848145, -1.031126856803894, -0.8208362460136414] lin_vel_b=[0.0, 0.0, 0.0] ang_vel_b=[0.0, 0.0, 0.0] mean_base_height=0.1705
[JOINT_STATE step=50000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.517301619052887, 0.4789191484451294, 0.34545382857322693, -0.23384056985378265, -0.27549126744270325, 0.49845317006111145, -1.029691457748413, -0.7093756198883057, -1.0827171802520752, -0.9284243583679199, -1.0641025304794312, -0.6769777536392212, -1.1640836000442505, -0.31386545300483704, -0.8927013278007507, -0.9893219470977783, -1.1017446517944336, -1.4296985864639282] lin_vel_b=[0.006835669279098511, 0.01809115707874298, 0.021939018741250038] ang_vel_b=[0.0338875874876976, 0.0636967122554779, 0.03337470069527626] mean_base_height=0.1142
[JOINT_STATE step=100000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.19427011907100677, -0.06703052669763565, -0.014993598684668541, -0.002980973105877638, -0.021252838894724846, -0.28522080183029175, -1.1596343517303467, -1.1084004640579224, -1.2454824447631836, -1.1468641757965088, -1.2116482257843018, -1.2709970474243164, -1.1862894296646118, -1.0332809686660767, -1.2078056335449219, -1.067846655845642, -1.1168376207351685, -1.1743690967559814] lin_vel_b=[0.0687335804104805, -0.0788358673453331, 0.05772097408771515] ang_vel_b=[-0.03698272258043289, -0.1494184285402298, -0.016041463240981102] mean_base_height=0.1133
[JOINT_STATE step=150000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.03190215677022934, -0.3901941478252411, -0.043678395450115204, 0.11558912694454193, 0.059572674334049225, -0.41339102387428284, -1.0238503217697144, -1.2354824542999268, -1.3523588180541992, -1.0645136833190918, -1.2786471843719482, -1.2798962593078613, -1.4548219442367554, -1.3492499589920044, -1.3049951791763306, -1.0716209411621094, -1.382361888885498, -1.1396723985671997] lin_vel_b=[0.0642496794462204, 0.030837178230285645, 0.05349687859416008] ang_vel_b=[0.01466107927262783, -0.002613672986626625, 0.36617374420166016] mean_base_height=0.1118
[JOINT_STATE step=200000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.49388933181762695, -0.05572795495390892, -0.4049069881439209, 0.39050474762916565, 0.36046576499938965, 0.10801222920417786, -0.7372098565101624, -1.0379730463027954, -1.300768494606018, -1.1210614442825317, -1.597682237625122, -1.423413634300232, -1.3526549339294434, -1.2510006427764893, -1.4820114374160767, -1.2362449169158936, -1.440475583076477, -1.4187438488006592] lin_vel_b=[0.07745528221130371, 0.02548520267009735, 0.0017404956743121147] ang_vel_b=[0.1762651950120926, 0.2253730446100235, 0.005692433565855026] mean_base_height=0.1100
[JOINT_STATE step=250000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.1506195366382599, -0.1511446237564087, -0.2599394917488098, 0.2763754427433014, 0.06652949005365372, 0.01027777697890997, -1.035119652748108, -1.128281831741333, -1.177346110343933, -1.230615258216858, -1.1971418857574463, -1.3904653787612915, -1.1836954355239868, -1.148854374885559, -1.2633169889450073, -1.2650682926177979, -1.1166847944259644, -1.3867855072021484] lin_vel_b=[0.088809072971344, 0.03975270316004753, 0.02636951394379139] ang_vel_b=[0.09395791590213776, 0.08866710960865021, 0.5547107458114624] mean_base_height=0.1102
[JOINT_STATE step=300000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.47491589188575745, -0.1558915674686432, -0.026275942102074623, 0.46007487177848816, 0.12277556955814362, 0.3092818856239319, -0.9991852641105652, -1.1957875490188599, -1.09219229221344, -1.1177644729614258, -1.1588717699050903, -1.3710553646087646, -1.240725040435791, -1.0880687236785889, -1.1694719791412354, -1.2467930316925049, -1.2657405138015747, -1.4866966009140015] lin_vel_b=[0.05298776179552078, 0.03844480589032173, 0.027306508272886276] ang_vel_b=[-0.035040758550167084, 0.03049677610397339, -0.005744010675698519] mean_base_height=0.1097
[JOINT_STATE step=350000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.46570929884910583, -0.41049662232398987, 0.15748970210552216, 0.4317590594291687, -0.30238470435142517, 0.36646175384521484, -0.9488201141357422, -1.3072670698165894, -1.213737964630127, -1.0869139432907104, -1.1243062019348145, -1.328593134880066, -1.4071601629257202, -1.3095715045928955, -1.122484564781189, -1.095167636871338, -1.1944414377212524, -1.4616448879241943] lin_vel_b=[0.1352861374616623, 0.04001060128211975, -0.06145903840661049] ang_vel_b=[-0.2568262815475464, -0.11121101677417755, -0.06438993662595749] mean_base_height=0.1095
[JOINT_STATE step=400000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.04760398343205452, -0.16211415827274323, -0.06609450280666351, 0.296510249376297, 0.24677051603794098, -0.3358621299266815, -0.7718678712844849, -1.099705696105957, -1.181650996208191, -1.1005473136901855, -1.5268452167510986, -1.1480351686477661, -1.3946585655212402, -1.2686426639556885, -1.347320795059204, -1.2500114440917969, -1.432125210762024, -1.2057756185531616] lin_vel_b=[0.1440606415271759, -0.03410956636071205, 0.02180122397840023] ang_vel_b=[0.1301058679819107, 0.10274869948625565, 0.08234915137290955] mean_base_height=0.1090
[JOINT_STATE step=450000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.04297490045428276, 0.17758649587631226, -0.07920186221599579, 0.15851306915283203, 0.2063724398612976, -0.3140351474285126, -1.1321465969085693, -1.1424602270126343, -1.2149667739868164, -1.2805246114730835, -1.3070651292800903, -1.2866482734680176, -1.2732752561569214, -1.268425703048706, -1.3719844818115234, -1.4005603790283203, -1.330544114112854, -1.1727573871612549] lin_vel_b=[0.11626708507537842, -0.012199677526950836, 0.06390839070081711] ang_vel_b=[-0.12484045326709747, 0.027406856417655945, -0.28011852502822876] mean_base_height=0.1101
[JOINT_STATE step=500000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.46404075622558594, -0.148115336894989, 0.3065347969532013, 0.29454371333122253, -0.01406328845769167, -0.21812181174755096, -1.1770862340927124, -1.11445951461792, -1.2801731824874878, -1.0525352954864502, -1.332810878753662, -1.1966277360916138, -1.4383070468902588, -1.2280112504959106, -1.2166732549667358, -1.0633289813995361, -1.3250328302383423, -1.2943027019500732] lin_vel_b=[0.11471205204725266, -0.02532610297203064, 0.04085104539990425] ang_vel_b=[-0.11510182917118073, 0.04521673917770386, 0.24254947900772095] mean_base_height=0.1072
[JOINT_STATE step=550000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.32219672203063965, -0.29085245728492737, -0.0010377741418778896, 0.47447308897972107, -0.24131396412849426, 0.03813774883747101, -1.0691190958023071, -1.2593865394592285, -1.103044033050537, -1.0317434072494507, -1.2044472694396973, -1.310452938079834, -1.385398268699646, -1.3729615211486816, -1.0148591995239258, -1.0305289030075073, -1.352782964706421, -1.452541708946228] lin_vel_b=[0.17207814753055573, -0.018620803952217102, -0.03529796004295349] ang_vel_b=[-0.36399728059768677, -0.3211825489997864, 0.017992310225963593] mean_base_height=0.1062
[JOINT_STATE step=600000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.23246602714061737, 0.27784526348114014, -0.019788233563303947, -0.11823440343141556, 0.09187860041856766, 0.03696740046143532, -1.1133067607879639, -1.236025094985962, -1.199664831161499, -1.1700550317764282, -1.3735727071762085, -1.2165101766586304, -1.0924369096755981, -1.116960883140564, -1.23100745677948, -1.1882034540176392, -1.0492191314697266, -1.3185570240020752] lin_vel_b=[-0.029253879562020302, -0.046067334711551666, -0.46301957964897156] ang_vel_b=[-0.5336992740631104, 0.7053150534629822, 0.2359650731086731] mean_base_height=0.1052
