[JOINT_STATE step=0] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.01808258332312107, -0.05522627755999565, 0.09238133579492569, -0.07349704951047897, 0.13799946010112762, 0.08676306903362274, -1.1870344877243042, -1.2940640449523926, -1.1189091205596924, -1.1117949485778809, -1.301326036453247, -1.236336350440979, -0.9489919543266296, -0.9582145810127258, -1.0688769817352295, -1.0134663581848145, -1.031126856803894, -0.8208362460136414] lin_vel_b=[0.0, 0.0, 0.0] ang_vel_b=[0.0, 0.0, 0.0] mean_base_height=0.1731
[JOINT_STATE step=50000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.476199746131897, 0.3367130160331726, -0.406296968460083, -0.31109634041786194, 0.3815445303916931, -0.4801613688468933, -1.1048403978347778, -1.1588053703308105, -1.1409883499145508, -0.9416239261627197, -0.9818459749221802, -1.1318663358688354, -1.1724653244018555, -1.1613692045211792, -1.1307473182678223, -0.8152994513511658, -0.8869715332984924, -1.191449522972107] lin_vel_b=[0.004905050154775381, -0.012885685078799725, 0.0121819032356143] ang_vel_b=[-0.13848353922367096, -0.039175935089588165, -0.05381574481725693] mean_base_height=0.1128
[JOINT_STATE step=100000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.4697740375995636, -0.10271605104207993, 0.2856130599975586, 0.033787962049245834, -0.4836576581001282, -0.07777734100818634, -1.1208809614181519, -1.2006523609161377, -0.9725311994552612, -1.3105671405792236, -1.1647906303405762, -1.2284598350524902, -1.2539523839950562, -1.0672087669372559, -1.1192278861999512, -1.3635534048080444, -1.2659392356872559, -1.324304461479187] lin_vel_b=[0.012898840010166168, 0.02351638861000538, 0.029779216274619102] ang_vel_b=[0.04704513028264046, 0.007720986381173134, -0.06809838861227036] mean_base_height=0.1105
[JOINT_STATE step=150000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.45238664746284485, 0.47746044397354126, 0.24091169238090515, -0.41894304752349854, -0.2901841402053833, -0.3645922839641571, -1.2004183530807495, -1.163146734237671, -1.214146375656128, -1.2185161113739014, -1.3129361867904663, -1.1217645406723022, -1.376029133796692, -1.1414977312088013, -1.2044861316680908, -1.4377247095108032, -1.2577002048492432, -0.992889404296875] lin_vel_b=[0.07518872618675232, -0.027394894510507584, -0.047448813915252686] ang_vel_b=[0.18612170219421387, -0.34227338433265686, -0.045204732567071915] mean_base_height=0.1083
[JOINT_STATE step=200000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.3420032560825348, 0.23382331430912018, 0.3722771406173706, -0.38853931427001953, -0.3345976769924164, -0.03097466379404068, -1.10960853099823, -1.349881649017334, -1.2716232538223267, -1.2008534669876099, -1.2710011005401611, -1.157676100730896, -1.2041432857513428, -1.2538262605667114, -1.11396062374115, -1.1596758365631104, -1.2957621812820435, -0.9161412715911865] lin_vel_b=[0.07659302651882172, -0.0028475522994995117, 0.042333491146564484] ang_vel_b=[-0.030319329351186752, 0.1058172956109047, 0.04282023757696152] mean_base_height=0.1062
[JOINT_STATE step=250000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.40781235694885254, 0.22253742814064026, 0.3312576413154602, -0.15537479519844055, -0.32611364126205444, -0.2943606674671173, -1.1190911531448364, -1.1402326822280884, -1.1401681900024414, -1.077200174331665, -1.2875481843948364, -1.1520103216171265, -1.1788989305496216, -1.2447171211242676, -0.969606339931488, -1.2107431888580322, -1.19376540184021, -1.0238558053970337] lin_vel_b=[0.05202123522758484, -0.008332815021276474, 0.020327113568782806] ang_vel_b=[-0.0515768826007843, 0.02976955473423004, -0.1882171332836151] mean_base_height=0.1085
[JOINT_STATE step=300000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.4355364441871643, 0.08991891890764236, 0.4234008491039276, -0.12472060322761536, -0.3760673701763153, -0.2717154026031494, -1.0436128377914429, -1.2225486040115356, -1.1230990886688232, -1.1311649084091187, -1.2293418645858765, -1.2454967498779297, -1.1757848262786865, -1.222120761871338, -0.9247424602508545, -1.1581966876983643, -1.2042710781097412, -1.0898032188415527] lin_vel_b=[0.055987995117902756, 0.004689261317253113, 0.02422056905925274] ang_vel_b=[-0.06175217404961586, 0.014681559056043625, 0.037229254841804504] mean_base_height=0.1085
[JOINT_STATE step=350000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.361752450466156, 0.0020683987531811, 0.4633225202560425, -0.08290768414735794, -0.408593088388443, -0.2858841121196747, -1.0294073820114136, -1.1760305166244507, -1.1221320629119873, -1.0111455917358398, -1.1906182765960693, -1.2744990587234497, -1.2537201642990112, -1.2254701852798462, -0.8365723490715027, -1.1387699842453003, -1.146148920059204, -1.0935461521148682] lin_vel_b=[0.07388579845428467, 0.034952230751514435, 0.014900511130690575] ang_vel_b=[-0.0056552886962890625, 0.28757521510124207, 0.09252326190471649] mean_base_height=0.1077
[JOINT_STATE step=400000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.28196650743484497, -0.09100241214036942, 0.3441528379917145, -0.07095055282115936, -0.36109989881515503, -0.22385936975479126, -1.0091426372528076, -1.233280897140503, -1.1714305877685547, -1.1055275201797485, -1.19903564453125, -1.2297937870025635, -1.203519582748413, -1.1541550159454346, -0.9896416664123535, -1.1089318990707397, -1.127478003501892, -1.0336037874221802] lin_vel_b=[0.0953541174530983, 0.017025243490934372, 0.009547434747219086] ang_vel_b=[0.1122383326292038, 0.11601150035858154, -0.07666610181331635] mean_base_height=0.1071
[JOINT_STATE step=450000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.1646765172481537, 0.14421537518501282, 0.20135743916034698, -0.3037661612033844, -0.14979368448257446, -0.4208001494407654, -0.9842379689216614, -1.1219085454940796, -1.3296352624893188, -1.0556540489196777, -1.297302484512329, -1.1539011001586914, -1.0645437240600586, -1.1622306108474731, -1.1170158386230469, -1.2069666385650635, -1.2069588899612427, -0.740546703338623] lin_vel_b=[0.09398260712623596, -0.03549051657319069, 0.03125637397170067] ang_vel_b=[-0.11260300129652023, 0.12113821506500244, -0.08287755399942398] mean_base_height=0.1079
[JOINT_STATE step=500000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.2780982553958893, 0.10527109354734421, 0.3556749224662781, -0.1505146324634552, -0.3141195774078369, -0.36030668020248413, -0.976705014705658, -1.1307302713394165, -1.2184964418411255, -1.0527231693267822, -1.2061840295791626, -1.114279866218567, -1.178012490272522, -1.0863372087478638, -1.0243842601776123, -1.105072021484375, -1.1421194076538086, -0.7954243421554565] lin_vel_b=[0.1051599383354187, -0.002001289278268814, 0.017714597284793854] ang_vel_b=[0.007163405418395996, 0.1267281174659729, -0.002655402524396777] mean_base_height=0.1070
