[JOINT_STATE step=0] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.09246624261140823, -0.042534422129392624, -0.26438459753990173, 0.01451838668435812, -0.012086640112102032, -0.05797257646918297, 0.43771490454673767, 0.46716129779815674, 0.39254581928253174, 0.4636856019496918, 0.3328949511051178, 0.7265504598617554, 0.5311684608459473, 0.48158109188079834, 0.6286642551422119, 0.6181952953338623, 0.48729407787323, 0.6216890811920166] lin_vel_b=[0.0, 0.0, 0.0] ang_vel_b=[0.0, 0.0, 0.0] mean_base_height=0.2802
[JOINT_STATE step=50000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.47029760479927063, 0.6233847737312317, 0.7499622702598572, -0.2828544080257416, 0.7508450746536255, -0.3591487407684326, 1.1298037767410278, 0.8003436923027039, 0.026720868423581123, 1.2621866464614868, -0.23926089704036713, 0.7403448820114136, 1.0416330099105835, 1.0427943468093872, -0.12619876861572266, 1.2434499263763428, -0.16844427585601807, 1.150048017501831] lin_vel_b=[-0.009498409926891327, -0.1286957561969757, -0.0016367482021450996] ang_vel_b=[-0.7952160835266113, 0.2249719798564911, -0.007122233510017395] mean_base_height=0.1706
[JOINT_STATE step=100000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.5652697682380676, 0.5389959812164307, 0.7021662592887878, -0.7135540843009949, -0.7049165368080139, -0.2920030951499939, 1.2010051012039185, 0.7457250356674194, -0.07484433799982071, 1.2030881643295288, -0.17059671878814697, 0.7165380716323853, 1.0704494714736938, 0.9268856048583984, -0.23531170189380646, 0.832677960395813, -0.2034253031015396, 1.0345332622528076] lin_vel_b=[-0.031117532402276993, -0.009951654821634293, 0.025813641026616096] ang_vel_b=[0.4160673916339874, 0.3517594337463379, 0.6691281795501709] mean_base_height=0.1641
[JOINT_STATE step=150000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7429366111755371, -0.7214555740356445, 0.7502232789993286, 0.7492063641548157, 0.7427763342857361, -0.74857497215271, 1.2634103298187256, 0.4737623929977417, -0.20472559332847595, 1.1990798711776733, 0.5203006267547607, -0.19984522461891174, 1.1939551830291748, 0.10023535043001175, -0.09642177820205688, 0.6884171366691589, 0.14876273274421692, -0.13945476710796356] lin_vel_b=[0.10930521786212921, 0.01635158061981201, 0.032078102231025696] ang_vel_b=[0.03872782737016678, -0.12182725965976715, -0.02748792991042137] mean_base_height=0.1642
[JOINT_STATE step=200000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7520931959152222, -0.7468264698982239, 0.7529122233390808, 0.7454754710197449, 0.7364094853401184, -0.7501804828643799, 1.225165843963623, 0.5596153140068054, -0.153469979763031, 1.217895269393921, 0.5865469574928284, -0.1778876930475235, 1.1371116638183594, 0.17213338613510132, -0.0006700663361698389, 0.7200941443443298, 0.3293846547603607, -0.040764253586530685] lin_vel_b=[0.06108738109469414, 0.01045951433479786, 0.033105939626693726] ang_vel_b=[0.01950567588210106, -0.13774614036083221, -0.0748310312628746] mean_base_height=0.1682
[JOINT_STATE step=250000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.6736477017402649, -0.7507401704788208, 0.750720739364624, 0.7523866295814514, 0.7361001968383789, -0.7439447045326233, 1.2253870964050293, 0.543984055519104, -0.21635232865810394, 1.1941328048706055, 0.4967326819896698, -0.15007774531841278, 1.123655080795288, 0.22056199610233307, -0.11247354000806808, 0.8098360300064087, 0.2509637475013733, 0.08219830691814423] lin_vel_b=[0.0826953798532486, 0.03768352419137955, -0.05600200220942497] ang_vel_b=[-0.06262969970703125, -0.12248629331588745, 0.1945914328098297] mean_base_height=0.1659
[JOINT_STATE step=300000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.6692520380020142, -0.748349130153656, 0.7520665526390076, 0.746884822845459, 0.7369188666343689, -0.740393340587616, 1.2157936096191406, 0.5979591012001038, -0.20803388953208923, 1.1958945989608765, 0.5681955218315125, -0.02603483945131302, 1.114588975906372, 0.26547688245773315, -0.1240340918302536, 0.8694977760314941, 0.2237939089536667, 0.3314501941204071] lin_vel_b=[0.11698964983224869, 0.05315092206001282, -0.050641484558582306] ang_vel_b=[0.34089821577072144, -0.38759374618530273, -0.027501437813043594] mean_base_height=0.1664
[JOINT_STATE step=350000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7415577173233032, -0.7568008899688721, 0.7477744817733765, 0.7481921315193176, 0.7355406284332275, -0.7422741055488586, 1.1964308023452759, 0.6248464584350586, -0.1864398717880249, 1.1812899112701416, 0.5633502006530762, 0.1908157616853714, 0.9949946403503418, 0.31973978877067566, -0.1331026703119278, 0.9043659567832947, 0.22766543924808502, 0.6553986072540283] lin_vel_b=[0.08785684406757355, 0.028535321354866028, 0.02245621755719185] ang_vel_b=[0.41304317116737366, -0.05383265018463135, -0.12326240539550781] mean_base_height=0.1636
[JOINT_STATE step=400000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7644473910331726, -0.7388428449630737, 0.7659751772880554, 0.7490772604942322, 0.7431175112724304, -0.7487478852272034, 1.2191590070724487, 0.5125490427017212, -0.1334875375032425, 1.2150682210922241, 0.5109189748764038, -0.12916642427444458, 1.119925856590271, 0.23356541991233826, 0.12966716289520264, 0.8457457423210144, 0.25801029801368713, 0.09149499237537384] lin_vel_b=[0.11289385706186295, 0.0007835254073143005, -0.0648956298828125] ang_vel_b=[-0.030640050768852234, -0.22707000374794006, 0.07806697487831116] mean_base_height=0.1639
[JOINT_STATE step=450000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7562946081161499, -0.7415823340415955, 0.7618852853775024, 0.7523989081382751, 0.7397344708442688, -0.7445377707481384, 1.2164702415466309, 0.5565066933631897, -0.09901413321495056, 1.198998212814331, 0.5532726049423218, -0.10580386966466904, 1.0625677108764648, 0.3056691288948059, 0.17575190961360931, 0.8673732876777649, 0.24623927474021912, 0.12806545197963715] lin_vel_b=[0.15219305455684662, 0.08000319451093674, -0.036103926599025726] ang_vel_b=[0.5270901322364807, -0.25107541680336, -0.06266312301158905] mean_base_height=0.1642
[JOINT_STATE step=500000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7562279105186462, -0.7459670305252075, 0.7575325965881348, 0.6878771781921387, 0.7371199727058411, -0.7514147162437439, 1.2102904319763184, 0.49518242478370667, -0.15547308325767517, 1.1891930103302002, 0.6155054569244385, -0.08894602954387665, 1.074620008468628, 0.36556684970855713, 0.11483123153448105, 0.7734516263008118, 0.3044549524784088, 0.21870149672031403] lin_vel_b=[0.12617652118206024, 0.026744864881038666, 0.14061258733272552] ang_vel_b=[-0.05284322798252106, 0.38004574179649353, -0.09703797847032547] mean_base_height=0.1660
