step	log_std_min	log_std_mean	log_std_max	std_min	std_mean	std_max	entropy_loss	learning_rate	tensorboard_std_mean
120	-2.000490	-1.997540	-1.995699	0.135269	0.135669	0.135919	0.05208248682320118	2.6337448559670777e-05	0.13566768169403076
240	-2.000464	-1.996806	-1.994660	0.135273	0.135768	0.136060	0.052012457698583606	2.6337448559670777e-05	0.13576780259609222
360	-2.001154	-1.996279	-1.993772	0.135179	0.135840	0.136181	0.051968889124691484	2.6337448559670777e-05	0.13583916425704956
480	-2.000896	-1.995683	-1.993352	0.135214	0.135921	0.136238	0.05191556550562382	2.6337448559670777e-05	0.13592034578323364
600	-2.001111	-1.995031	-1.992189	0.135185	0.136010	0.136396	0.05185536183416843	2.6337448559670777e-05	0.13600888848304749
720	-2.001039	-1.994889	-1.992024	0.135195	0.136029	0.136419	0.05183573961257935	2.6337448559670777e-05	0.1360291987657547
840	-1.999882	-1.994364	-1.990259	0.135351	0.136101	0.136660	0.0517920283600688	2.6337448559670777e-05	0.13609996438026428
960	-1.999704	-1.994087	-1.989597	0.135375	0.136138	0.136750	0.051765579357743265	2.6337448559670777e-05	0.136137917637825
1080	-1.999740	-1.993852	-1.988350	0.135370	0.136170	0.136921	0.05174522381275892	1.7558299039780518e-05	0.13617001473903656
1200	-1.998641	-1.993302	-1.988509	0.135519	0.136245	0.136899	0.051698196679353714	1.7558299039780518e-05	0.13624511659145355
1320	-1.998696	-1.992896	-1.987524	0.135512	0.136301	0.137034	0.051660941913723946	1.7558299039780518e-05	0.1363004595041275
1440	-1.998120	-1.992541	-1.986117	0.135590	0.136349	0.137227	0.05162816420197487	2.6337448559670777e-05	0.13634884357452393
1560	-1.998016	-1.992564	-1.985479	0.135604	0.136346	0.137315	0.051624647527933124	1.7558299039780518e-05	0.13634635508060455
1680	-1.998831	-1.992366	-1.985513	0.135494	0.136374	0.137310	0.05161102507263422	1.7558299039780518e-05	0.13637329638004303
1800	-1.998367	-1.991946	-1.986276	0.135556	0.136431	0.137205	0.05157392863184214	2.6337448559670777e-05	0.13643041253089905
1920	-1.998889	-1.991523	-1.985211	0.135486	0.136488	0.137352	0.05153762921690941	2.6337448559670777e-05	0.13648779690265656
2040	-1.999292	-1.991053	-1.984327	0.135431	0.136553	0.137473	0.05149641074240208	2.6337448559670777e-05	0.13655197620391846
2160	-1.999305	-1.991029	-1.984764	0.135429	0.136556	0.137413	0.05148867592215538	2.6337448559670777e-05	0.13655602931976318
2280	-1.999904	-1.990512	-1.983125	0.135348	0.136627	0.137638	0.051444192230701444	2.6337448559670777e-05	0.13662675023078918
2400	-2.000715	-1.990445	-1.982769	0.135239	0.136636	0.137687	0.05143183805048466	3.9506172839506166e-05	0.13663682341575623
2520	-2.001565	-1.990534	-1.982691	0.135124	0.136624	0.137698	0.05144365876913071	3.9506172839506166e-05	0.13662417232990265
2640	-2.001875	-1.990403	-1.982073	0.135082	0.136643	0.137783	0.051432304084300995	3.9506172839506166e-05	0.13664260506629944
2760	-2.002105	-1.989943	-1.982003	0.135051	0.136706	0.137793	0.05139653235673904	3.9506172839506166e-05	0.13670475780963898
2880	-2.002800	-1.989830	-1.981695	0.134957	0.136722	0.137835	0.05138233415782452	3.9506172839506166e-05	0.13672134280204773
3000	-2.003796	-1.989774	-1.982038	0.134822	0.136729	0.137788	0.051373351737856864	3.9506172839506166e-05	0.13672971725463867
3120	-2.005148	-1.989498	-1.981231	0.134640	0.136768	0.137899	0.051355226151645186	3.9506172839506166e-05	0.1367672085762024
3240	-2.006924	-1.989179	-1.979929	0.134402	0.136812	0.138079	0.05132915712893009	2.6337448559670777e-05	0.13681131601333618
3360	-2.007130	-1.989015	-1.979146	0.134374	0.136835	0.138187	0.051305769570171834	3.9506172839506166e-05	0.13683530688285828
3480	-2.009294	-1.988837	-1.978280	0.134083	0.136860	0.138307	0.05128910671919584	3.9506172839506166e-05	0.13686038553714752
3600	-2.009610	-1.988562	-1.977647	0.134041	0.136899	0.138395	0.051269576884806156	3.9506172839506166e-05	0.13689826428890228
3720	-2.009611	-1.988138	-1.976734	0.134041	0.136958	0.138521	0.05122537687420845	3.9506172839506166e-05	0.13695812225341797
3840	-2.011952	-1.988120	-1.976092	0.133727	0.136961	0.138610	0.05122670419514179	3.9506172839506166e-05	0.13696131110191345
3960	-2.012031	-1.988058	-1.975030	0.133717	0.136971	0.138757	0.05121896844357252	3.9506172839506166e-05	0.1369713842868805
