step	log_std_min	log_std_mean	log_std_max	std_min	std_mean	std_max	entropy_loss	learning_rate	tensorboard_std_mean
120	-1.999876	-1.998038	-1.996094	0.135352	0.135601	0.135865	0.05212354250252247	2.6337448559670777e-05	0.13560059666633606
240	-2.000060	-1.997461	-1.994904	0.135327	0.135679	0.136027	0.05206992421299219	2.6337448559670777e-05	0.13567931950092316
360	-2.000025	-1.997036	-1.994214	0.135332	0.135737	0.136121	0.05203363131731749	2.6337448559670777e-05	0.1357363909482956
480	-1.999315	-1.996438	-1.991621	0.135428	0.135818	0.136474	0.05198083147406578	2.6337448559670777e-05	0.1358177810907364
600	-1.999198	-1.996076	-1.991800	0.135444	0.135868	0.136450	0.05194173064082861	2.6337448559670777e-05	0.13586795330047607
720	-1.999605	-1.995728	-1.992576	0.135389	0.135915	0.136344	0.05191427767276764	2.6337448559670777e-05	0.13591443002223969
840	-2.000371	-1.995445	-1.990489	0.135285	0.135954	0.136629	0.05188112836331129	1.7558299039780518e-05	0.13595405220985413
960	-2.001062	-1.995284	-1.990354	0.135192	0.135976	0.136647	0.0518726633861661	1.7558299039780518e-05	0.13597552478313446
1080	-2.001899	-1.995167	-1.990302	0.135078	0.135992	0.136654	0.05186276361346245	1.7558299039780518e-05	0.13599134981632233
1200	-2.003157	-1.995015	-1.990484	0.134909	0.136013	0.136629	0.05185122080147266	3.9506172839506166e-05	0.1360115110874176
1320	-2.001630	-1.994367	-1.988606	0.135115	0.136101	0.136886	0.05179576799273491	2.6337448559670777e-05	0.13610009849071503
1440	-2.002537	-1.994158	-1.988062	0.134992	0.136129	0.136961	0.051768265850842	1.7558299039780518e-05	0.1361294835805893
1560	-2.002003	-1.993984	-1.987084	0.135064	0.136153	0.137095	0.051755834184587	3.9506172839506166e-05	0.1361529678106308
1680	-2.001966	-1.993366	-1.985816	0.135069	0.136238	0.137268	0.0517017787322402	1.7558299039780518e-05	0.13623720407485962
1800	-2.002462	-1.993102	-1.984474	0.135003	0.136274	0.137453	0.051681055873632434	3.9506172839506166e-05	0.13627274334430695
1920	-2.002894	-1.992648	-1.983803	0.134944	0.136336	0.137545	0.051634914614260195	1.7558299039780518e-05	0.13633625209331512
2040	-2.003175	-1.992425	-1.984059	0.134906	0.136367	0.137510	0.05161348655819893	3.9506172839506166e-05	0.13636690378189087
2160	-2.005542	-1.992226	-1.983495	0.134587	0.136394	0.137588	0.051592190749943256	3.9506172839506166e-05	0.13639509677886963
2280	-2.005359	-1.992156	-1.982771	0.134612	0.136404	0.137687	0.05159160830080509	3.9506172839506166e-05	0.13640397787094116
2400	-2.006422	-1.991723	-1.981885	0.134469	0.136464	0.137809	0.05155558064579964	3.9506172839506166e-05	0.1364630162715912
2520	-2.006026	-1.991298	-1.980783	0.134522	0.136522	0.137961	0.05152020677924156	3.9506172839506166e-05	0.13652081787586212
2640	-2.007817	-1.990952	-1.979016	0.134281	0.136569	0.138205	0.05148541871458292	1.7558299039780518e-05	0.1365690380334854
2760	-2.007890	-1.990696	-1.979334	0.134272	0.136605	0.138161	0.05145732760429382	2.6337448559670777e-05	0.13660481572151184
2880	-2.009507	-1.990710	-1.978635	0.134055	0.136603	0.138258	0.0514596002176404	3.9506172839506166e-05	0.13660363852977753
3000	-2.010848	-1.990456	-1.978337	0.133875	0.136639	0.138299	0.051442225091159345	2.6337448559670777e-05	0.13663813471794128
3120	-2.011424	-1.990262	-1.978935	0.133798	0.136665	0.138216	0.05141738690435886	3.9506172839506166e-05	0.13666579127311707
3240	-2.013599	-1.990213	-1.979440	0.133507	0.136673	0.138147	0.051414641365408895	3.9506172839506166e-05	0.13667282462120056
3360	-2.014362	-1.990053	-1.978485	0.133405	0.136695	0.138279	0.05140257105231285	3.9506172839506166e-05	0.1366947442293167
3480	-2.015292	-1.989221	-1.976614	0.133282	0.136810	0.138538	0.05133428107947111	3.9506172839506166e-05	0.13680830597877502
3600	-2.017897	-1.988805	-1.974303	0.132935	0.136868	0.138858	0.05128982551395893	3.9506172839506166e-05	0.13686738908290863
3720	-2.017132	-1.988847	-1.974249	0.133037	0.136862	0.138866	0.05128003880381584	3.9506172839506166e-05	0.1368636190891266
3840	-2.018512	-1.988531	-1.974263	0.132853	0.136906	0.138864	0.05126991886645556	3.9506172839506166e-05	0.1369047909975052
3960	-2.018813	-1.988231	-1.973055	0.132813	0.136948	0.139031	0.05124020930379629	3.9506172839506166e-05	0.13694730401039124
4080	-2.021003	-1.987926	-1.971695	0.132522	0.136991	0.139221	0.05120828710496426	3.9506172839506166e-05	0.1369909793138504
4200	-2.022490	-1.987844	-1.969972	0.132326	0.137003	0.139461	0.0511993633583188	3.9506172839506166e-05	0.13700364530086517
4320	-2.022558	-1.987750	-1.969657	0.132317	0.137018	0.139505	0.05119202584028244	3.9506172839506166e-05	0.13701775670051575
4440	-2.024266	-1.987858	-1.968666	0.132091	0.137004	0.139643	0.05120205003768206	3.9506172839506166e-05	0.1370048075914383
4560	-2.025312	-1.987670	-1.967373	0.131953	0.137032	0.139824	0.05119160581380129	3.9506172839506166e-05	0.13703106343746185
4680	-2.027026	-1.987468	-1.967472	0.131727	0.137061	0.139810	0.05116642117500305	3.9506172839506166e-05	0.13706111907958984
4800	-2.028106	-1.987634	-1.967891	0.131584	0.137039	0.139751	0.051185629330575466	3.9506172839506166e-05	0.1370389461517334
4920	-2.029719	-1.987451	-1.967211	0.131372	0.137066	0.139846	0.05117255095392466	3.9506172839506166e-05	0.13706530630588531
5040	-2.031483	-1.987940	-1.967192	0.131141	0.137001	0.139849	0.051208746060729025	3.9506172839506166e-05	0.1370011419057846
5160	-2.033231	-1.987875	-1.966107	0.130912	0.137012	0.140001	0.05120243150740862	3.9506172839506166e-05	0.13701213896274567
5280	-2.035023	-1.987901	-1.964550	0.130677	0.137010	0.140219	0.05121170412749052	3.9506172839506166e-05	0.13700897991657257
5400	-2.038604	-1.988047	-1.964082	0.130210	0.136993	0.140285	0.051219154708087446	3.9506172839506166e-05	0.1369929164648056
5520	-2.040434	-1.988440	-1.963271	0.129972	0.136942	0.140398	0.05125808008015156	3.9506172839506166e-05	0.13694190979003906
5640	-2.043351	-1.988453	-1.962138	0.129594	0.136943	0.140558	0.05125743933022022	3.9506172839506166e-05	0.13694249093532562
5760	-2.046494	-1.988658	-1.961133	0.129187	0.136918	0.140699	0.051269307360053064	5.925925925925925e-05	0.13691924512386322
