[JOINT_STATE step=0] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.09246624261140823, -0.042534422129392624, -0.26438459753990173, 0.01451838668435812, -0.012086640112102032, -0.05797257646918297, 0.43771490454673767, 0.46716129779815674, 0.39254581928253174, 0.4636856019496918, 0.3328949511051178, 0.7265504598617554, 0.5311684608459473, 0.48158109188079834, 0.6286642551422119, 0.6181952953338623, 0.48729407787323, 0.6216890811920166] lin_vel_b=[0.0, 0.0, 0.0] ang_vel_b=[0.0, 0.0, 0.0] mean_base_height=0.2802
[JOINT_STATE step=50000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7299374938011169, 0.5392686128616333, -0.4958963096141815, 0.42559343576431274, 0.7026782631874084, -0.030949002131819725, 0.9178433418273926, -0.004803475458174944, 0.07915977388620377, 1.1069198846817017, 0.7086983919143677, 0.10424313694238663, 0.7257245182991028, 0.31803378462791443, 0.042901575565338135, 1.0021040439605713, 0.6088922619819641, -0.00010931872384389862] lin_vel_b=[-0.0005446069408208132, -0.007204867899417877, 0.09311574697494507] ang_vel_b=[0.15847545862197876, 0.353932648897171, -0.11552858352661133] mean_base_height=0.1902
[JOINT_STATE step=100000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.2026156187057495, 0.7316016554832458, -0.6333528757095337, 0.7254031300544739, 0.7440003156661987, -0.12867245078086853, 0.8182017803192139, 0.06013510748744011, -0.1533631533384323, 1.0772194862365723, 0.49048933386802673, -0.19208331406116486, 0.39733168482780457, 0.21641412377357483, -0.19602826237678528, 0.783447802066803, 0.4189760386943817, -0.1884707361459732] lin_vel_b=[0.04186200350522995, -0.005083221942186356, 0.022800616919994354] ang_vel_b=[-0.025552410632371902, 0.12311460077762604, 0.17036864161491394] mean_base_height=0.1932
[JOINT_STATE step=150000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7502309083938599, 0.7524440288543701, -0.4917144179344177, 0.7387392520904541, 0.743664026260376, -0.47185617685317993, 0.6847476959228516, -0.021328549832105637, -0.19315361976623535, 1.012131929397583, 0.44226381182670593, -0.3271593749523163, -0.012203416787087917, 0.0685756579041481, -0.06863224506378174, 0.5173274278640747, 0.18201711773872375, -0.27161839604377747] lin_vel_b=[0.07153072953224182, -0.021211005747318268, 0.0077147227711975574] ang_vel_b=[0.06206818297505379, 0.014640158042311668, 0.23490318655967712] mean_base_height=0.1867
[JOINT_STATE step=200000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7514944076538086, 0.6871337294578552, -0.5389485955238342, 0.7272209525108337, 0.741758406162262, 0.017677906900644302, 0.5983867049217224, -0.06066149100661278, -0.11021111905574799, 0.7958695888519287, 0.1273232400417328, -0.2569778859615326, 0.056806787848472595, -0.17555198073387146, 0.2413823902606964, 0.4468575716018677, 0.3363162577152252, -0.34493163228034973] lin_vel_b=[0.07833326607942581, -0.0446985624730587, 0.018080636858940125] ang_vel_b=[0.25879406929016113, -0.14026829600334167, 0.0944412350654602] mean_base_height=0.1879
[JOINT_STATE step=250000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7500514984130859, 0.6780483722686768, -0.35578453540802, 0.6952002048492432, 0.7427183389663696, -0.10251007974147797, 0.3396245241165161, -0.09184665232896805, -0.16974279284477234, 0.8889613747596741, 0.038313742727041245, -0.2167595475912094, -0.006442517973482609, -0.12033771723508835, 0.06916248053312302, 0.5409204959869385, 0.28120142221450806, -0.1672799438238144] lin_vel_b=[0.052631672471761703, -0.008773017674684525, 0.0068745119497179985] ang_vel_b=[0.10421621799468994, -0.04046899080276489, -0.08295469731092453] mean_base_height=0.1864
[JOINT_STATE step=300000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7498641014099121, 0.734833836555481, 0.2719486653804779, 0.7241195440292358, 0.7479430437088013, -0.12767016887664795, 0.05278662592172623, -0.12280307710170746, -0.23031000792980194, 0.9055852890014648, -0.1468941867351532, -0.3464663028717041, -0.14748382568359375, -0.1577841341495514, 0.2121838480234146, 0.49880319833755493, -0.1746188998222351, -0.2398056834936142] lin_vel_b=[0.0575731135904789, -0.023007579147815704, 0.014404010958969593] ang_vel_b=[0.025516275316476822, 0.06676365435123444, 0.009823501110076904] mean_base_height=0.1862
[JOINT_STATE step=350000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7501077651977539, 0.7507325410842896, 0.073390893638134, 0.7419405579566956, 0.7435169219970703, -0.2633376121520996, 0.8885236978530884, -0.04537369683384895, -0.25854605436325073, 1.038855791091919, 0.33782148361206055, -0.3026740849018097, 0.2661799192428589, 0.11782301217317581, 0.06179986149072647, 0.5144113898277283, 0.21276432275772095, -0.20506806671619415] lin_vel_b=[0.0664190798997879, -0.024268098175525665, 0.0053697386756539345] ang_vel_b=[0.14601217210292816, 0.10382899641990662, 0.06750570237636566] mean_base_height=0.1870
[JOINT_STATE step=400000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7501940131187439, 0.7496048808097839, 0.15788830816745758, 0.7393786311149597, 0.7416142225265503, -0.2863379120826721, 0.8259475827217102, 0.022965000942349434, -0.24189487099647522, 0.9774070382118225, 0.2525217831134796, -0.35736504197120667, 0.2572193145751953, 0.12588106095790863, 0.03337309882044792, 0.3856843411922455, 0.15102964639663696, -0.16373276710510254] lin_vel_b=[0.12491010874509811, -0.045356009155511856, -0.02998986467719078] ang_vel_b=[-0.001503586769104004, -0.07555422186851501, 0.07200020551681519] mean_base_height=0.1889
[JOINT_STATE step=450000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.749885082244873, 0.7479803562164307, -0.030087819322943687, 0.742954671382904, 0.7531331181526184, -0.11187045276165009, 0.9941609501838684, 0.11867433041334152, -0.14961396157741547, 0.8716108202934265, 0.4193790555000305, -0.31467193365097046, 0.5327567458152771, 0.2886555790901184, 0.04458855837583542, 0.5532936453819275, 0.11912678182125092, -0.16595031321048737] lin_vel_b=[0.11477701365947723, -0.09060618281364441, 0.07545670866966248] ang_vel_b=[0.1325235217809677, 0.3181137144565582, -0.30536171793937683] mean_base_height=0.1881
[JOINT_STATE step=500000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7453101277351379, 0.5662426948547363, -0.05832868441939354, 0.742755651473999, 0.748242199420929, 0.173112154006958, 0.9792810082435608, 0.08279140293598175, 0.028500935062766075, 0.8698344230651855, 0.4041860103607178, -0.17314958572387695, 0.4286385476589203, 0.09274021536111832, 0.3421670198440552, 0.6836723685264587, 0.11324845999479294, -0.1583397537469864] lin_vel_b=[0.15604832768440247, -0.09320133179426193, -0.14178486168384552] ang_vel_b=[-0.15392890572547913, 0.11344023048877716, -0.1850564181804657] mean_base_height=0.1869
