[JOINT_STATE step=0] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.09246624261140823, -0.042534422129392624, -0.26438459753990173, 0.01451838668435812, -0.012086640112102032, -0.05797257646918297, 0.43771490454673767, 0.46716129779815674, 0.39254581928253174, 0.4636856019496918, 0.3328949511051178, 0.7265504598617554, 0.5311684608459473, 0.48158109188079834, 0.6286642551422119, 0.6181952953338623, 0.48729407787323, 0.6216890811920166] lin_vel_b=[0.0, 0.0, 0.0] ang_vel_b=[0.0, 0.0, 0.0] mean_base_height=0.2802
[JOINT_STATE step=50000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.1612866073846817, -0.5366451144218445, 0.2417549341917038, -0.19816620647907257, 0.5686192512512207, 0.11351747810840607, 1.1641976833343506, 1.1479605436325073, 1.0038807392120361, 0.9290186166763306, 0.43577542901039124, 0.9957095980644226, 1.0684311389923096, 1.1135761737823486, 0.9110881686210632, 0.9976617097854614, 0.3037594258785248, 0.5453564524650574] lin_vel_b=[0.06215877830982208, 0.053648050874471664, 0.03506336733698845] ang_vel_b=[-0.057684414088726044, 0.015201583504676819, -0.114583320915699] mean_base_height=0.1888
[JOINT_STATE step=100000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.5938929319381714, -0.13358470797538757, -0.33380749821662903, -0.6280792355537415, -0.26112937927246094, -0.34603774547576904, 1.005750060081482, 0.903756320476532, 0.8028802871704102, 0.9368001222610474, 0.6092698574066162, 0.7528698444366455, 1.02619206905365, 0.9601147174835205, 0.43634265661239624, 0.8698971271514893, 0.3687799870967865, 0.6814702153205872] lin_vel_b=[0.09762801229953766, 0.03898782283067703, 0.06087030842900276] ang_vel_b=[0.18318936228752136, -0.11449927091598511, -0.10634420067071915] mean_base_height=0.1912
[JOINT_STATE step=150000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7501424551010132, -0.7269973158836365, -0.7410465478897095, -0.01968265511095524, 0.5581898093223572, -0.6676338911056519, 1.121915578842163, 1.2598793506622314, 1.2573119401931763, 1.2055370807647705, 0.6055151224136353, 0.9228641390800476, 0.9161176681518555, 1.1071484088897705, 1.226861596107483, 1.2821710109710693, 0.26187238097190857, 0.6748572587966919] lin_vel_b=[0.13237208127975464, 0.16541042923927307, -0.028623854741454124] ang_vel_b=[-0.042276084423065186, -0.41575896739959717, 0.6390037536621094] mean_base_height=0.1978
[JOINT_STATE step=200000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7508249878883362, -0.06839267164468765, -0.7277836799621582, -0.1381525993347168, 0.6762025356292725, -0.7705234289169312, 0.8686925172805786, 1.2494863271713257, 1.2419389486312866, 1.017058253288269, 0.4591227173805237, 0.9446144700050354, 0.7169367074966431, 0.8619385957717896, 0.9325231909751892, 1.240474820137024, 0.3601054549217224, 0.8503532409667969] lin_vel_b=[0.05528126657009125, 0.005127541720867157, 0.030967609956860542] ang_vel_b=[-0.015648260712623596, -0.14432775974273682, -0.10789710283279419] mean_base_height=0.1973
[JOINT_STATE step=250000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7404777407646179, -0.6093226075172424, -0.739632248878479, -0.18432177603244781, 0.733835756778717, -0.7863858938217163, 0.761984646320343, 1.2619802951812744, 1.229568362236023, 1.2045093774795532, 0.6134505867958069, 0.8830462694168091, 0.7367501854896545, 0.8714759349822998, 1.0292131900787354, 1.514442801475525, 0.4606609344482422, 0.6341838240623474] lin_vel_b=[0.06254900246858597, -0.025118496268987656, 0.006086053792387247] ang_vel_b=[-0.5878695249557495, 0.3366127610206604, 0.0508425310254097] mean_base_height=0.1977
[JOINT_STATE step=300000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7283499836921692, -0.5875667333602905, -0.7467081546783447, 0.16122111678123474, 0.7449730634689331, -0.7681632041931152, 0.8468334078788757, 1.2662242650985718, 1.2508277893066406, 1.1553055047988892, 0.25211429595947266, 0.8386795520782471, 0.6831015348434448, 0.8634676933288574, 0.9275095462799072, 1.504913568496704, -0.0391911044716835, 0.7639925479888916] lin_vel_b=[0.07809136062860489, -0.011296037584543228, 0.02519211545586586] ang_vel_b=[-0.06682877242565155, -0.04108068346977234, -0.12825945019721985] mean_base_height=0.1985
[JOINT_STATE step=350000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7516551613807678, -0.2243718057870865, -0.6034380197525024, -0.3069593906402588, 0.7402873039245605, -0.7825471758842468, 0.8399578332901001, 1.2600080966949463, 1.0876916646957397, 1.1090601682662964, 0.12310721725225449, 0.7899855971336365, 0.754680335521698, 0.9251173734664917, 0.6525319814682007, 1.49893057346344, 0.05292332544922829, 0.6543812155723572] lin_vel_b=[0.09587031602859497, 0.00341043621301651, 0.02436515875160694] ang_vel_b=[-0.0971420481801033, -0.05601738393306732, 0.022167645394802094] mean_base_height=0.1976
[JOINT_STATE step=400000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7287318110466003, -0.2781650125980377, -0.5923230648040771, 0.03351571410894394, 0.7384636402130127, -0.7691594958305359, 0.8783978819847107, 1.2612677812576294, 1.2394592761993408, 1.0525715351104736, 0.19155341386795044, 0.7855481505393982, 0.7447662353515625, 0.9742538332939148, 0.8278337121009827, 1.4563640356063843, 0.10280682146549225, 0.7383514642715454] lin_vel_b=[0.11361581832170486, -0.008670918643474579, 0.01737983524799347] ang_vel_b=[0.08839912712574005, 0.07293866574764252, -0.054312027990818024] mean_base_height=0.1967
[JOINT_STATE step=450000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7250474691390991, -0.6049565076828003, -0.5626711845397949, 0.22268423438072205, 0.7551037073135376, -0.7638868689537048, 0.7250074148178101, 1.26583731174469, 1.2252073287963867, 0.9567469358444214, 0.47905808687210083, 0.7820389270782471, 0.6261603236198425, 0.845008134841919, 0.9318942427635193, 1.4201257228851318, 0.38467171788215637, 0.6227632164955139] lin_vel_b=[0.12904180586338043, -0.023976003751158714, 0.05771429091691971] ang_vel_b=[-0.33416080474853516, 0.0736653059720993, 0.13237357139587402] mean_base_height=0.1967
[JOINT_STATE step=500000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.7357770204544067, -0.039721596986055374, -0.5727336406707764, -0.0884789302945137, 0.7379002571105957, -0.7627864480018616, 0.8501582145690918, 1.2630664110183716, 1.2290043830871582, 1.0788993835449219, 0.3002595901489258, 0.7156028151512146, 0.657660961151123, 0.8779164552688599, 0.9090614914894104, 1.4779049158096313, 0.24098056554794312, 0.5587752461433411] lin_vel_b=[0.11499299854040146, -0.03575199097394943, 0.0261086318641901] ang_vel_b=[0.21705561876296997, 0.053467683494091034, 0.011805069632828236] mean_base_height=0.1954
