[JOINT_STATE step=0] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.01808258332312107, -0.05522627755999565, 0.09238133579492569, -0.07349704951047897, 0.13799946010112762, 0.08676306903362274, -1.1870344877243042, -1.2940640449523926, -1.1189091205596924, -1.1117949485778809, -1.301326036453247, -1.236336350440979, -0.9489919543266296, -0.9582145810127258, -1.0688769817352295, -1.0134663581848145, -1.031126856803894, -0.8208362460136414] lin_vel_b=[0.0, 0.0, 0.0] ang_vel_b=[0.0, 0.0, 0.0] mean_base_height=0.1705
[JOINT_STATE step=50000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.497671514749527, 0.052508994936943054, 0.4774516522884369, -0.4992274045944214, -0.49093496799468994, -0.39694738388061523, -0.8896676898002625, -1.2715911865234375, -0.9150370359420776, -0.7873408198356628, -0.8874313235282898, -0.8564481735229492, -1.170938491821289, -1.0907682180404663, -0.7407228946685791, -1.0804922580718994, -1.0725719928741455, -0.7047068476676941] lin_vel_b=[-0.0019901960622519255, 0.0027313746977597475, 0.020856011658906937] ang_vel_b=[0.02872421033680439, 0.01007111370563507, -0.014971529133617878] mean_base_height=0.1141
[JOINT_STATE step=100000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.49219921231269836, 0.4976808726787567, -0.06966374069452286, -0.4993203580379486, -0.48552021384239197, -0.49486634135246277, -0.7524150013923645, -0.9610443711280823, -0.7896828055381775, -0.8035129308700562, -1.0047004222869873, -0.6718132495880127, -1.056041955947876, -1.071637511253357, -0.47055888175964355, -1.162914514541626, -0.9375083446502686, -1.4121302366256714] lin_vel_b=[0.0006556899170391262, -0.0040664877742528915, 0.020657340064644814] ang_vel_b=[-0.032164327800273895, -0.007983773946762085, 0.0030606016516685486] mean_base_height=0.1135
[JOINT_STATE step=150000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.4709412455558777, -0.44425687193870544, -0.4893239438533783, -0.4823918640613556, -0.5056294798851013, -0.46831661462783813, -0.6953535676002502, -0.9285534620285034, -0.8198195695877075, -0.8501073718070984, -0.8845837712287903, -0.8793321251869202, -1.2464598417282104, -1.1050176620483398, -0.6854931116104126, -1.1092963218688965, -1.0035984516143799, -0.859075129032135] lin_vel_b=[0.0051332334987819195, 0.0007442963542416692, 0.019883882254362106] ang_vel_b=[0.016467737033963203, 0.010719317011535168, -0.020429998636245728] mean_base_height=0.1144
[JOINT_STATE step=200000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.16309864819049835, -0.0899973213672638, -0.4827692210674286, -0.29695507884025574, -0.5026623606681824, -0.46687451004981995, -0.6924868226051331, -0.949469804763794, -0.8006909489631653, -0.8175171613693237, -0.9497911930084229, -0.8417487740516663, -1.2022464275360107, -1.091992974281311, -0.5592743158340454, -1.0915039777755737, -1.0104302167892456, -0.5934006571769714] lin_vel_b=[0.00552565511316061, -0.0006264219991862774, 0.01931511051952839] ang_vel_b=[-0.002113716211169958, -0.004122893325984478, -0.027476126328110695] mean_base_height=0.1140
[JOINT_STATE step=250000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.16193103790283203, -0.4620964229106903, -0.35534632205963135, -0.4742799699306488, -0.3544590473175049, -0.48182860016822815, -0.6821843385696411, -0.8764832615852356, -0.8800715208053589, -0.9089565873146057, -0.7999284863471985, -0.8883350491523743, -1.2774957418441772, -0.8370130062103271, -0.8512997627258301, -1.1217550039291382, -0.7184123396873474, -0.9298556447029114] lin_vel_b=[0.008321263827383518, 0.014604076743125916, 0.02257440984249115] ang_vel_b=[0.0016699619591236115, 0.036348700523376465, 0.009070106782019138] mean_base_height=0.1115
[JOINT_STATE step=300000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.1387956738471985, 0.3294414281845093, 0.5345257520675659, 0.48873838782310486, 0.21370990574359894, 0.46281060576438904, -0.9265230298042297, -1.6453107595443726, -1.0074213743209839, -0.9110310673713684, -0.9487619400024414, -1.2719597816467285, -1.3115906715393066, -1.4807953834533691, -0.8907122015953064, -0.9464466571807861, -0.9391936659812927, -1.2787723541259766] lin_vel_b=[0.11524930596351624, -0.014917150139808655, 0.010795405134558678] ang_vel_b=[0.021771252155303955, -0.19356897473335266, -0.028877856209874153] mean_base_height=0.1110
[JOINT_STATE step=350000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.10548816621303558, 0.089072085916996, 0.5088376998901367, 0.4941573441028595, 0.29051172733306885, 0.325946182012558, -0.7949941754341125, -1.1363266706466675, -1.4003478288650513, -0.8318339586257935, -0.8883764743804932, -1.1195673942565918, -1.2931106090545654, -1.2911717891693115, -1.145174503326416, -1.0328956842422485, -0.9264430999755859, -1.2682347297668457] lin_vel_b=[0.07411069422960281, -0.008120857179164886, 0.06110203638672829] ang_vel_b=[0.018292371183633804, 0.07006189972162247, -0.0967826098203659] mean_base_height=0.1101
[JOINT_STATE step=400000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.3635523021221161, 0.24799908697605133, 0.509583055973053, 0.5069382786750793, 0.15672878921031952, 0.2507721781730652, -1.031699776649475, -1.1951478719711304, -1.2391802072525024, -0.9344094395637512, -0.9329185485839844, -1.1518800258636475, -1.213122844696045, -1.2803993225097656, -1.253889560699463, -1.0793523788452148, -0.9900270700454712, -1.3598188161849976] lin_vel_b=[0.08160895109176636, -0.027919668704271317, -0.05084560438990593] ang_vel_b=[-0.27084434032440186, 0.5849132537841797, 0.11052966117858887] mean_base_height=0.1101
[JOINT_STATE step=450000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.4689020812511444, -0.005950001534074545, 0.5114803910255432, 0.4882003962993622, 0.2359749972820282, 0.007730548270046711, -0.8407189249992371, -1.1084195375442505, -1.448991060256958, -0.865030825138092, -0.9561324119567871, -1.126516580581665, -1.266587495803833, -1.2411137819290161, -1.22244131565094, -1.165724515914917, -1.0572867393493652, -1.1851508617401123] lin_vel_b=[0.14810585975646973, -0.07421037554740906, 0.041444357484579086] ang_vel_b=[-0.0005759261548519135, 0.10310046374797821, 0.07958313077688217] mean_base_height=0.1096
[JOINT_STATE step=500000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.4389435648918152, 0.15734511613845825, 0.5063255429267883, 0.4834580421447754, 0.1695118397474289, 0.01876322738826275, -0.8189696073532104, -1.170594334602356, -1.400151014328003, -1.001055121421814, -1.250410556793213, -1.2091283798217773, -1.3883808851242065, -1.305035948753357, -1.2760332822799683, -1.090091347694397, -1.1550145149230957, -1.340659260749817] lin_vel_b=[0.12225625663995743, -0.059490278363227844, 0.06288247555494308] ang_vel_b=[0.01440604031085968, 0.09007462114095688, 0.06736230850219727] mean_base_height=0.1102
[JOINT_STATE step=550000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.4829416573047638, 0.3764486014842987, 0.45631828904151917, 0.4790840148925781, 0.2898590862751007, 0.11806122958660126, -1.0994807481765747, -1.275813102722168, -1.3114970922470093, -1.1797946691513062, -1.113501787185669, -1.2831836938858032, -1.2475355863571167, -1.2154330015182495, -1.3274866342544556, -1.2713807821273804, -1.1732409000396729, -1.2309074401855469] lin_vel_b=[0.1128806322813034, 0.01593199372291565, 0.07159843295812607] ang_vel_b=[0.03254691883921623, 0.03293069079518318, 0.12997396290302277] mean_base_height=0.1080
[JOINT_STATE step=600000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.4974704384803772, 0.3590008318424225, 0.480510950088501, 0.49605563282966614, 0.2802300453186035, 0.09364006668329239, -0.7453643083572388, -1.1195615530014038, -1.4923306703567505, -0.9292656779289246, -1.48064386844635, -1.0861364603042603, -1.3553251028060913, -1.1636507511138916, -1.2711125612258911, -0.9794008135795593, -1.3663653135299683, -1.245514154434204] lin_vel_b=[0.1176583468914032, -0.06105762720108032, 0.043505795300006866] ang_vel_b=[0.03598557040095329, 0.0447421558201313, 0.061267927289009094] mean_base_height=0.1087
[JOINT_STATE step=1000000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.03515822812914848, -0.14171409606933594, -0.08348873257637024, 0.030957046896219254, -0.0815361961722374, 0.07267754524946213, -1.2444206476211548, -1.158839464187622, -1.2131471633911133, -1.2248646020889282, -1.3175355195999146, -1.1365246772766113, -1.0381137132644653, -0.9199535846710205, -1.0804567337036133, -0.9472308158874512, -0.91007399559021, -0.876658022403717] lin_vel_b=[0.0, 0.0, 0.0] ang_vel_b=[0.0, 0.0, 0.0] mean_base_height=0.1712
