[JOINT_STATE step=0] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.01808258332312107, -0.05522627755999565, 0.09238133579492569, -0.07349704951047897, 0.13799946010112762, 0.08676306903362274, -1.1870344877243042, -1.2940640449523926, -1.1189091205596924, -1.1117949485778809, -1.301326036453247, -1.236336350440979, -0.9489919543266296, -0.9582145810127258, -1.0688769817352295, -1.0134663581848145, -1.031126856803894, -0.8208362460136414] lin_vel_b=[0.0, 0.0, 0.0] ang_vel_b=[0.0, 0.0, 0.0] mean_base_height=0.1705
[JOINT_STATE step=50000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.06814447045326233, -0.00397059042006731, -0.5158223509788513, 0.34483271837234497, 0.1159721314907074, -0.06924465298652649, -0.9388639330863953, -0.9940381050109863, -1.1373001337051392, -0.8676851987838745, -0.9370773434638977, -1.062807321548462, -0.9842416048049927, -0.93194979429245, -1.230228304862976, -0.9441505670547485, -1.04778254032135, -1.180656909942627] lin_vel_b=[-0.01943175494670868, -0.005114422645419836, 0.020665695890784264] ang_vel_b=[-0.06168780475854874, -0.059443362057209015, 0.0270778127014637] mean_base_height=0.1109
[JOINT_STATE step=100000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.08542456477880478, 0.4847274720668793, -0.5054318308830261, -0.058277394622564316, -0.4858647584915161, -0.08917385339736938, -1.0126973390579224, -0.7985537648200989, -0.952277660369873, -0.9880757331848145, -0.8783960342407227, -1.0769270658493042, -0.9681878685951233, -0.6005527973175049, -0.9111239910125732, -0.7804388999938965, -0.5961421728134155, -1.0352596044540405] lin_vel_b=[0.0036040074191987514, 0.015382112003862858, 0.008575820364058018] ang_vel_b=[0.03456311300396919, 0.039187926799058914, -0.05393841117620468] mean_base_height=0.1099
[JOINT_STATE step=150000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.09080643206834793, 0.516731858253479, 0.45990312099456787, -0.3593548536300659, -0.5294399261474609, 0.05469430983066559, -1.0005449056625366, -1.0731343030929565, -0.7296972870826721, -0.9475634694099426, -1.0081888437271118, -0.9592328071594238, -0.788247287273407, -0.8993439674377441, -0.3369428515434265, -0.832663893699646, -0.9751309156417847, -0.8405107855796814] lin_vel_b=[0.011652056127786636, 0.0027792826294898987, 0.014921817928552628] ang_vel_b=[0.012767171487212181, -0.09598219394683838, -0.0191508736461401] mean_base_height=0.1117
[JOINT_STATE step=200000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.5000057816505432, 0.47869226336479187, 0.5007207989692688, 0.522132158279419, -0.5091596245765686, 0.15012206137180328, -0.7049074172973633, -1.0707727670669556, -0.6902759671211243, -0.8969449996948242, -1.0425701141357422, -0.8295004367828369, -0.4750298857688904, -1.1969501972198486, -0.2855072617530823, -1.1523946523666382, -1.1901081800460815, -0.5690979361534119] lin_vel_b=[0.002855595201253891, 0.0009769352618604898, 0.018766986206173897] ang_vel_b=[0.022643964737653732, 0.005162750370800495, 0.031321931630373] mean_base_height=0.1125
[JOINT_STATE step=250000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.4820813238620758, 0.4267844557762146, 0.481326699256897, -0.382158488035202, -0.5024769306182861, -0.4227831959724426, -0.7330808043479919, -1.085195541381836, -0.7079810500144958, -1.073244571685791, -0.7304379343986511, -1.0219647884368896, -0.4683458209037781, -1.1336212158203125, -0.3199957609176636, -1.1906869411468506, -0.37648171186447144, -0.866637110710144] lin_vel_b=[-0.009839457459747791, 0.012640345841646194, 0.020732883363962173] ang_vel_b=[-0.016370657831430435, 0.04268002137541771, -0.021639591082930565] mean_base_height=0.1119
[JOINT_STATE step=300000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.19406789541244507, 0.367688924074173, -0.2753373086452484, 0.32613617181777954, 0.25787353515625, 0.3056848347187042, -0.8470898866653442, -1.0653239488601685, -1.1632312536239624, -1.0189380645751953, -0.963144838809967, -1.303281545639038, -0.8031614422798157, -1.2969632148742676, -1.0260546207427979, -1.051372766494751, -0.7115519046783447, -1.227784514427185] lin_vel_b=[0.049265917390584946, 0.00398422172293067, 0.015559918247163296] ang_vel_b=[-0.0015389852924272418, -0.01787814311683178, -0.07896583527326584] mean_base_height=0.1087
[JOINT_STATE step=350000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.36568886041641235, 0.4808647632598877, -0.2190936952829361, 0.34886434674263, -0.23744405806064606, 0.210797518491745, -0.7294219732284546, -1.0553263425827026, -1.0261896848678589, -1.0440037250518799, -0.8647868037223816, -1.4465810060501099, -0.5440998077392578, -1.2256755828857422, -0.8399127721786499, -1.090994119644165, -0.44026196002960205, -1.3467477560043335] lin_vel_b=[0.031053226441144943, -0.029856011271476746, 0.031567156314849854] ang_vel_b=[-0.09259575605392456, 0.04603712633252144, -0.03451941907405853] mean_base_height=0.1066
[JOINT_STATE step=400000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[-0.37948545813560486, 0.08199021220207214, -0.47281911969184875, -0.455971360206604, -0.3003692924976349, -0.17643216252326965, -0.9156486392021179, -1.1071022748947144, -1.5569367408752441, -1.0185472965240479, -1.6704171895980835, -1.5959773063659668, -1.1167644262313843, -1.1992658376693726, -1.4712154865264893, -1.2014729976654053, -1.3068400621414185, -1.3527450561523438] lin_vel_b=[0.019625263288617134, 0.007435964420437813, 0.021883197128772736] ang_vel_b=[0.02529018372297287, -0.01934034936130047, 0.016468828544020653] mean_base_height=0.1059
[JOINT_STATE step=450000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.4432368874549866, 0.4809579849243164, -0.1701928824186325, -0.4446907937526703, -0.31843650341033936, -0.20675091445446014, -1.0747783184051514, -1.1723847389221191, -1.5816148519515991, -1.020978331565857, -1.4414645433425903, -1.49424147605896, -1.167983889579773, -1.2838306427001953, -1.422364592552185, -1.0683826208114624, -1.4087249040603638, -1.3892860412597656] lin_vel_b=[0.019995806738734245, -0.023557722568511963, 0.020180653780698776] ang_vel_b=[0.008257824927568436, 0.2237553745508194, 0.05814897269010544] mean_base_height=0.1070
[JOINT_STATE step=500000] names=['j_c1_lf', 'j_c1_lm', 'j_c1_lr', 'j_c1_rf', 'j_c1_rm', 'j_c1_rr', 'j_thigh_lf', 'j_thigh_lm', 'j_thigh_lr', 'j_thigh_rf', 'j_thigh_rm', 'j_thigh_rr', 'j_tibia_lf', 'j_tibia_lm', 'j_tibia_lr', 'j_tibia_rf', 'j_tibia_rm', 'j_tibia_rr'] pos=[0.3626612722873688, 0.5020596981048584, -0.17736545205116272, 0.08050253987312317, -0.3961566686630249, 0.0929073840379715, -1.12514066696167, -1.4474130868911743, -1.421600103378296, -0.9040541648864746, -1.1672743558883667, -1.4005321264266968, -1.3679488897323608, -1.492261290550232, -1.2973697185516357, -0.9549421668052673, -1.3340446949005127, -1.4927347898483276] lin_vel_b=[0.0679713636636734, -0.02296784147620201, 0.013198385946452618] ang_vel_b=[-0.19344604015350342, -0.09450062364339828, 0.05496550351381302] mean_base_height=0.1052
