step	log_std_min	log_std_mean	log_std_max	std_min	std_mean	std_max	entropy_loss	learning_rate	tensorboard_std_mean
120	-2.000673	-1.998071	-1.996224	0.135244	0.135597	0.135847	0.052123944833874704	2.6337448559670777e-05	0.13559643924236298
240	-2.000614	-1.997566	-1.995418	0.135252	0.135665	0.135957	0.052078443579375744	2.6337448559670777e-05	0.13566498458385468
360	-2.000708	-1.997292	-1.994074	0.135240	0.135702	0.136140	0.0520551910623908	2.6337448559670777e-05	0.13570205867290497
480	-2.001088	-1.997020	-1.993733	0.135188	0.135739	0.136186	0.05202952828258276	2.6337448559670777e-05	0.13573911786079407
600	-2.000207	-1.996489	-1.991498	0.135307	0.135812	0.136491	0.051986000314354894	2.6337448559670777e-05	0.13581085205078125
720	-1.999838	-1.995864	-1.991097	0.135357	0.135897	0.136546	0.051929582841694355	2.6337448559670777e-05	0.13589589297771454
840	-1.999163	-1.995103	-1.990489	0.135449	0.136000	0.136629	0.05186543315649032	2.6337448559670777e-05	0.13599896430969238
960	-1.999326	-1.994513	-1.989011	0.135427	0.136081	0.136831	0.05180695336312056	3.9506172839506166e-05	0.1360798478126526
1080	-1.998812	-1.993755	-1.985884	0.135496	0.136184	0.137259	0.05174137074500322	3.9506172839506166e-05	0.13618271052837372
1200	-1.998465	-1.992992	-1.984839	0.135543	0.136288	0.137403	0.05167030394077301	3.9506172839506166e-05	0.1362871676683426
1320	-1.998521	-1.992885	-1.983493	0.135536	0.136303	0.137588	0.05165709070861339	3.9506172839506166e-05	0.1363024264574051
1440	-1.998786	-1.992361	-1.981887	0.135500	0.136374	0.137809	0.051613515987992284	3.9506172839506166e-05	0.136373832821846
1560	-1.998677	-1.991919	-1.981160	0.135514	0.136435	0.137909	0.05157580878585577	3.9506172839506166e-05	0.13643401861190796
1680	-1.999216	-1.991466	-1.981315	0.135441	0.136497	0.137888	0.05153232775628567	3.9506172839506166e-05	0.13649600744247437
1800	-1.998920	-1.991204	-1.980931	0.135481	0.136532	0.137941	0.05151001140475273	3.9506172839506166e-05	0.13653114438056946
1920	-1.998897	-1.990692	-1.980003	0.135485	0.136602	0.138069	0.05146728213876486	3.9506172839506166e-05	0.13660095632076263
2040	-1.998470	-1.990519	-1.980721	0.135543	0.136626	0.137970	0.051450408808887	3.9506172839506166e-05	0.13662481307983398
2160	-1.998966	-1.989895	-1.978786	0.135475	0.136712	0.138237	0.0513893112540245	3.9506172839506166e-05	0.1367112398147583
2280	-1.999232	-1.989578	-1.978284	0.135439	0.136755	0.138306	0.051359227672219274	3.9506172839506166e-05	0.13675478100776672
2400	-1.998843	-1.988937	-1.977335	0.135492	0.136843	0.138438	0.051299915090203284	3.9506172839506166e-05	0.13684330880641937
2520	-1.998682	-1.988873	-1.976896	0.135514	0.136852	0.138498	0.05129307340830565	3.9506172839506166e-05	0.13685208559036255
2640	-1.999068	-1.988690	-1.977232	0.135461	0.136877	0.138452	0.05128228459507227	3.9506172839506166e-05	0.13687661290168762
2760	-1.999272	-1.988698	-1.975993	0.135434	0.136876	0.138624	0.051281634345650674	3.9506172839506166e-05	0.13687552511692047
