step	log_std_min	log_std_mean	log_std_max	std_min	std_mean	std_max	entropy_loss	learning_rate	tensorboard_std_mean
120	-1.999961	-1.997885	-1.996069	0.135341	0.135622	0.135868	0.05210962425917387	2.6337448559670777e-05	0.1356215626001358
240	-1.999961	-1.997244	-1.993471	0.135341	0.135709	0.136222	0.052055498212575914	2.6337448559670777e-05	0.135707825422287
360	-1.999481	-1.996437	-1.992317	0.135406	0.135819	0.136379	0.051978366635739806	2.6337448559670777e-05	0.13581803441047668
480	-1.998956	-1.995983	-1.990415	0.135477	0.135880	0.136639	0.05193768534809351	2.6337448559670777e-05	0.135879784822464
600	-2.000404	-1.995740	-1.990792	0.135281	0.135913	0.136587	0.051909619569778444	2.6337448559670777e-05	0.13591371476650238
720	-2.002094	-1.995401	-1.989754	0.135052	0.135960	0.136729	0.051883075200021264	3.9506172839506166e-05	0.1359594464302063
840	-2.003180	-1.994817	-1.988373	0.134906	0.136039	0.136918	0.051837935112416744	2.6337448559670777e-05	0.13603831827640533
960	-2.003355	-1.994370	-1.986977	0.134882	0.136100	0.137109	0.0517910310998559	3.9506172839506166e-05	0.13610008358955383
1080	-2.003101	-1.994367	-1.986894	0.134916	0.136101	0.137121	0.05179199334233999	2.6337448559670777e-05	0.13610009849071503
1200	-2.003947	-1.994133	-1.986823	0.134802	0.136133	0.137130	0.05176475141197443	1.7558299039780518e-05	0.136133074760437
1320	-2.003421	-1.993449	-1.985946	0.134873	0.136226	0.137251	0.05171070508658886	3.9506172839506166e-05	0.13622577488422394
1440	-2.002322	-1.993243	-1.985139	0.135021	0.136254	0.137362	0.05168964136391878	1.7558299039780518e-05	0.13625402748584747
1560	-2.002093	-1.993047	-1.984573	0.135052	0.136281	0.137439	0.05167386904358864	3.9506172839506166e-05	0.13628044724464417
1680	-2.002473	-1.993016	-1.983953	0.135001	0.136286	0.137525	0.05166975148022175	1.7558299039780518e-05	0.13628517091274261
1800	-2.004126	-1.993057	-1.983275	0.134778	0.136280	0.137618	0.05167259536683559	1.7558299039780518e-05	0.1362800896167755
1920	-2.002908	-1.992858	-1.983226	0.134942	0.136308	0.137625	0.05165560506284237	2.6337448559670777e-05	0.13630728423595428
2040	-2.002081	-1.992519	-1.983663	0.135054	0.136354	0.137564	0.05162550322711468	3.9506172839506166e-05	0.13635361194610596
2160	-2.002851	-1.992303	-1.982691	0.134950	0.136383	0.137698	0.051602412946522236	1.7558299039780518e-05	0.13638338446617126
2280	-2.002536	-1.991934	-1.983076	0.134993	0.136434	0.137645	0.05157402064651251	1.7558299039780518e-05	0.13643360137939453
2400	-2.003882	-1.991749	-1.983030	0.134811	0.136459	0.137652	0.05155142955482006	3.9506172839506166e-05	0.13645969331264496
2520	-2.006288	-1.991473	-1.981294	0.134487	0.136498	0.137891	0.05153459869325161	1.7558299039780518e-05	0.13649697601795197
2640	-2.008313	-1.991286	-1.981022	0.134215	0.136524	0.137928	0.05151154603809118	2.6337448559670777e-05	0.1365235447883606
2760	-2.009885	-1.991239	-1.980919	0.134004	0.136531	0.137942	0.05149778518825769	3.9506172839506166e-05	0.1365322768688202
2880	-2.011301	-1.991320	-1.980410	0.133814	0.136520	0.138013	0.05151550844311714	3.9506172839506166e-05	0.13651970028877258
3000	-2.012253	-1.990857	-1.979276	0.133687	0.136584	0.138169	0.05147368777543306	3.9506172839506166e-05	0.13658373057842255
3120	-2.012347	-1.991041	-1.978464	0.133675	0.136559	0.138281	0.05148808229714632	3.9506172839506166e-05	0.1365591287612915
3240	-2.014322	-1.990991	-1.978191	0.133411	0.136567	0.138319	0.051481865160167214	3.9506172839506166e-05	0.1365673840045929
3360	-2.015588	-1.990813	-1.978090	0.133242	0.136592	0.138333	0.0514718808233738	2.6337448559670777e-05	0.13659138977527618
3480	-2.016368	-1.990424	-1.977937	0.133138	0.136646	0.138354	0.05143957398831844	3.9506172839506166e-05	0.13664470613002777
3600	-2.017535	-1.990342	-1.976120	0.132983	0.136658	0.138606	0.051422877423465255	3.9506172839506166e-05	0.13665811717510223
3720	-2.017946	-1.990403	-1.975529	0.132928	0.136650	0.138688	0.05143039375543594	3.9506172839506166e-05	0.13664987683296204
3840	-2.018702	-1.990342	-1.974076	0.132828	0.136659	0.138890	0.05142059698700905	3.9506172839506166e-05	0.13665971159934998
3960	-2.020901	-1.990289	-1.974455	0.132536	0.136668	0.138837	0.05142191685736179	3.9506172839506166e-05	0.13666780292987823
4080	-2.022796	-1.990330	-1.974696	0.132285	0.136664	0.138803	0.05142114385962486	3.9506172839506166e-05	0.13666421175003052
4200	-2.022296	-1.990110	-1.974067	0.132351	0.136694	0.138891	0.051409350521862504	3.9506172839506166e-05	0.13669346272945404
4320	-2.024225	-1.990078	-1.974977	0.132096	0.136700	0.138764	0.051400032825767994	3.9506172839506166e-05	0.13670025765895844
4440	-2.025683	-1.990337	-1.974347	0.131904	0.136666	0.138852	0.05142598431557417	3.9506172839506166e-05	0.13666579127311707
4560	-2.027010	-1.990503	-1.974779	0.131729	0.136645	0.138792	0.05143507216125727	3.9506172839506166e-05	0.13664619624614716
4680	-2.029101	-1.990438	-1.973436	0.131454	0.136656	0.138978	0.0514350239187479	3.9506172839506166e-05	0.13665592670440674
4800	-2.029483	-1.990913	-1.973912	0.131403	0.136592	0.138912	0.051475700736045835	3.9506172839506166e-05	0.13659223914146423
4920	-2.030071	-1.990539	-1.973016	0.131326	0.136645	0.139037	0.051451883278787136	3.9506172839506166e-05	0.13664399087429047
5040	-2.031693	-1.990692	-1.971578	0.131113	0.136627	0.139237	0.05145842060446739	3.9506172839506166e-05	0.1366267055273056
5160	-2.033760	-1.990665	-1.971024	0.130843	0.136633	0.139314	0.05145181193947792	3.9506172839506166e-05	0.13663312792778015
5280	-2.035576	-1.990603	-1.969621	0.130605	0.136643	0.139510	0.05145106483250857	3.9506172839506166e-05	0.13664275407791138
5400	-2.039558	-1.990753	-1.969172	0.130086	0.136626	0.139572	0.05146081130951643	3.9506172839506166e-05	0.13662637770175934
5520	-2.041838	-1.990660	-1.968546	0.129790	0.136642	0.139660	0.051459746435284615	3.9506172839506166e-05	0.13664065301418304
5640	-2.044606	-1.990824	-1.968241	0.129431	0.136621	0.139702	0.051465497724711894	5.925925925925925e-05	0.13662181794643402
5760	-2.046747	-1.990736	-1.967573	0.129154	0.136636	0.139796	0.05146278329193592	3.9506172839506166e-05	0.1366361379623413
5880	-2.049331	-1.990904	-1.967183	0.128821	0.136616	0.139850	0.051478542387485504	3.9506172839506166e-05	0.1366153359413147
6000	-2.051219	-1.991049	-1.966977	0.128578	0.136598	0.139879	0.05148727595806122	2.6337448559670777e-05	0.13659833371639252
6120	-2.052511	-1.991039	-1.966988	0.128412	0.136602	0.139878	0.05148967131972313	5.925925925925925e-05	0.1366019994020462
6240	-2.055638	-1.991289	-1.966066	0.128011	0.136570	0.140007	0.05150834172964096	3.9506172839506166e-05	0.1365707665681839
6360	-2.057996	-1.991312	-1.965594	0.127710	0.136569	0.140073	0.051516495458781716	3.9506172839506166e-05	0.13656912744045258
6480	-2.059155	-1.991223	-1.964668	0.127562	0.136583	0.140202	0.051505095697939395	3.9506172839506166e-05	0.13658300042152405
6600	-2.061238	-1.991242	-1.963909	0.127296	0.136583	0.140309	0.051506984420120715	3.9506172839506166e-05	0.13658329844474792
6720	-2.063148	-1.991089	-1.963872	0.127053	0.136607	0.140314	0.051494434289634225	2.6337448559670777e-05	0.13660655915737152
6840	-2.064933	-1.990716	-1.963830	0.126827	0.136659	0.140320	0.05146546214818955	3.9506172839506166e-05	0.13665859401226044
6960	-2.065635	-1.990572	-1.963421	0.126738	0.136682	0.140377	0.05144667141139507	3.9506172839506166e-05	0.1366817206144333
7080	-2.067183	-1.990817	-1.963699	0.126542	0.136650	0.140338	0.05146326888352633	3.9506172839506166e-05	0.13665099442005157
7200	-2.068804	-1.990990	-1.963788	0.126337	0.136628	0.140326	0.05148252584040165	3.9506172839506166e-05	0.13662825524806976
7320	-2.070431	-1.991183	-1.963619	0.126131	0.136605	0.140350	0.05149876549839973	3.9506172839506166e-05	0.13660483062267303
7440	-2.071788	-1.991252	-1.963703	0.125960	0.136596	0.140338	0.05150920990854502	3.9506172839506166e-05	0.13659630715847015
7560	-2.073911	-1.991160	-1.962818	0.125693	0.136611	0.140462	0.05150320250540972	3.9506172839506166e-05	0.1366100162267685
7680	-2.075823	-1.991326	-1.961791	0.125453	0.136590	0.140606	0.05151059441268444	3.9506172839506166e-05	0.13659082353115082
7800	-2.076914	-1.991495	-1.962642	0.125316	0.136569	0.140487	0.05153384115546942	3.9506172839506166e-05	0.13656863570213318
7920	-2.079584	-1.991471	-1.961535	0.124982	0.136576	0.140642	0.051525555178523065	3.9506172839506166e-05	0.1365765631198883
8040	-2.081816	-1.991723	-1.961114	0.124704	0.136545	0.140702	0.05154938660562038	3.9506172839506166e-05	0.13654489815235138
8160	-2.083262	-1.991584	-1.959770	0.124523	0.136566	0.140891	0.051536164991557595	3.9506172839506166e-05	0.13656622171401978
8280	-2.085053	-1.991215	-1.956617	0.124301	0.136620	0.141336	0.05150714125484228	5.925925925925925e-05	0.1366189420223236
8400	-2.086693	-1.991235	-1.956216	0.124097	0.136619	0.141392	0.05150688271969557	3.9506172839506166e-05	0.13661929965019226
8520	-2.087590	-1.991158	-1.954728	0.123986	0.136634	0.141603	0.0514963561668992	5.925925925925925e-05	0.13663487136363983
8640	-2.089735	-1.991262	-1.954203	0.123720	0.136623	0.141677	0.051508354395627974	3.9506172839506166e-05	0.13662311434745789
8760	-2.091542	-1.990986	-1.952607	0.123497	0.136664	0.141904	0.051487346179783344	3.9506172839506166e-05	0.13666357100009918
8880	-2.093554	-1.991068	-1.952656	0.123248	0.136656	0.141897	0.051493425481021406	3.9506172839506166e-05	0.13665540516376495
9000	-2.095721	-1.991186	-1.952052	0.122982	0.136644	0.141982	0.05150002259761095	3.9506172839506166e-05	0.13664455711841583
9120	-2.096726	-1.990937	-1.950799	0.122858	0.136683	0.142160	0.05148045737296343	3.9506172839506166e-05	0.13668276369571686
9240	-2.098581	-1.990898	-1.949119	0.122630	0.136692	0.142399	0.05147320162504911	3.9506172839506166e-05	0.13669253885746002
9360	-2.099322	-1.990722	-1.948379	0.122539	0.136720	0.142505	0.05146470256149769	3.9506172839506166e-05	0.13671904802322388
9480	-2.102129	-1.990976	-1.948354	0.122196	0.136690	0.142508	0.05148298796266317	3.9506172839506166e-05	0.13668958842754364
9600	-2.103861	-1.991005	-1.947482	0.121985	0.136689	0.142633	0.051486087031662464	3.9506172839506166e-05	0.13668909668922424
9720	-2.106330	-1.990828	-1.945757	0.121684	0.136719	0.142879	0.05146919954568148	3.9506172839506166e-05	0.13671937584877014
9840	-2.106495	-1.990818	-1.945989	0.121664	0.136723	0.142846	0.051465672254562375	5.925925925925925e-05	0.1367238610982895
9960	-2.108670	-1.990638	-1.945328	0.121399	0.136754	0.142940	0.0514509504660964	5.925925925925925e-05	0.13675419986248016
10080	-2.110574	-1.990917	-1.943985	0.121168	0.136721	0.143132	0.05148098170757294	3.9506172839506166e-05	0.13672053813934326
10200	-2.111916	-1.990736	-1.941533	0.121006	0.136751	0.143484	0.0514520900323987	3.9506172839506166e-05	0.13675262033939362
10320	-2.114616	-1.990888	-1.941336	0.120680	0.136734	0.143512	0.051473253220319745	3.9506172839506166e-05	0.13673436641693115
10440	-2.116960	-1.990681	-1.939813	0.120397	0.136768	0.143731	0.0514652905985713	3.9506172839506166e-05	0.13676685094833374
10560	-2.117917	-1.990711	-1.940110	0.120282	0.136766	0.143688	0.05145717523992062	3.9506172839506166e-05	0.13676679134368896
10680	-2.119938	-1.990577	-1.939010	0.120039	0.136791	0.143846	0.05145432855933905	3.9506172839506166e-05	0.13679011166095734
10800	-2.121290	-1.990556	-1.937645	0.119877	0.136799	0.144043	0.051445113681256774	3.9506172839506166e-05	0.13679884374141693
10920	-2.123026	-1.990288	-1.936496	0.119669	0.136841	0.144208	0.05142480377107859	3.9506172839506166e-05	0.13683994114398956
11040	-2.126148	-1.990165	-1.936120	0.119296	0.136865	0.144263	0.05141749363392591	3.9506172839506166e-05	0.1368640810251236
11160	-2.128777	-1.990027	-1.934853	0.118983	0.136891	0.144446	0.05139667224138975	3.9506172839506166e-05	0.13689124584197998
11280	-2.131493	-1.989995	-1.934872	0.118660	0.136904	0.144443	0.05139857791364193	3.9506172839506166e-05	0.13690315186977386
11400	-2.133751	-1.989849	-1.934029	0.118392	0.136932	0.144565	0.05138123407959938	3.9506172839506166e-05	0.13693177700042725
11520	-2.135879	-1.989709	-1.932446	0.118141	0.136957	0.144794	0.05137535836547613	3.9506172839506166e-05	0.13695573806762695
11640	-2.137101	-1.989459	-1.930791	0.117996	0.136997	0.145033	0.0513515280559659	3.9506172839506166e-05	0.13699620962142944
11760	-2.138736	-1.989091	-1.931623	0.117804	0.137054	0.144913	0.05131555311381817	3.9506172839506166e-05	0.13705402612686157
11880	-2.139893	-1.989020	-1.930937	0.117667	0.137066	0.145012	0.0513086998835206	3.9506172839506166e-05	0.13706617057323456
12000	-2.142655	-1.989216	-1.930939	0.117343	0.137045	0.145012	0.05132294502109289	3.9506172839506166e-05	0.13704483211040497
12120	-2.144039	-1.988947	-1.929763	0.117181	0.137087	0.145183	0.05129974763840437	3.9506172839506166e-05	0.1370874047279358
12240	-2.145992	-1.988682	-1.929090	0.116952	0.137130	0.145280	0.051276518031954765	3.9506172839506166e-05	0.13713042438030243
12360	-2.148904	-1.988607	-1.929299	0.116612	0.137146	0.145250	0.05127428080886602	3.9506172839506166e-05	0.13714566826820374
12480	-2.150398	-1.988637	-1.928519	0.116438	0.137148	0.145363	0.05127191673964262	3.9506172839506166e-05	0.13714765012264252
12600	-2.151753	-1.988340	-1.927759	0.116280	0.137195	0.145474	0.05124877858906984	3.9506172839506166e-05	0.1371949017047882
12720	-2.153129	-1.988156	-1.926265	0.116120	0.137223	0.145691	0.05122040137648583	5.925925925925925e-05	0.13722465932369232
12840	-2.155770	-1.988275	-1.926724	0.115814	0.137214	0.145625	0.05123867318034172	3.9506172839506166e-05	0.13721396028995514
12960	-2.157715	-1.988093	-1.923764	0.115589	0.137247	0.146056	0.05122502073645592	3.9506172839506166e-05	0.13724669814109802
13080	-2.160314	-1.987592	-1.922557	0.115289	0.137322	0.146233	0.05117825902998448	5.925925925925925e-05	0.13732197880744934
13200	-2.162915	-1.987687	-1.921445	0.114989	0.137316	0.146395	0.05118735302239656	5.925925925925925e-05	0.1373160034418106
13320	-2.165580	-1.987715	-1.919792	0.114683	0.137320	0.146637	0.05118956882506609	3.9506172839506166e-05	0.13731977343559265
13440	-2.167985	-1.987906	-1.918285	0.114408	0.137304	0.146859	0.05120585262775421	5.925925925925925e-05	0.13730333745479584
13560	-2.170291	-1.988052	-1.916979	0.114144	0.137292	0.147051	0.051218293234705926	5.925925925925925e-05	0.13729138672351837
13680	-2.173625	-1.987700	-1.915896	0.113764	0.137350	0.147210	0.05118793901056051	2.6337448559670777e-05	0.13735051453113556
